"Gene","logFC","t_statistic","P.Value","FDR"
"ENSG00000254017",-1.10242116212465,-8.76691017480909,2.03071337124068e-14,7.2451853195894e-13
"ENSG00000273133",-1.34210012296159,-8.76442832709685,2.05761025905914e-14,7.31344567172755e-13
"ENSG00000087502",-1.03183803563436,-8.72670707007176,2.51294235930482e-14,8.86494534917307e-13
"ENSG00000274536",-1.14865471283865,-8.71532844657941,2.66906302094567e-14,9.36309295876622e-13
"ENSG00000169245",-1.72567841645565,-8.70616401350095,2.80179954138518e-14,9.81046463951934e-13
"ENSG00000254449",-1.52652672807322,-8.68377142906308,3.15444917078755e-14,1.09033969686782e-12
"ENSG00000084110",-1.2264179493926,-8.67609680867765,3.28521699277087e-14,1.13138789231842e-12
"ENSG00000179044",-1.80284825958223,-8.66117633990251,3.55509742581904e-14,1.2220971771456e-12
"ENSG00000225963",-1.03682565581977,-8.65522961377385,3.66871676236401e-14,1.25428831886412e-12
"ENSG00000185885",-1.04438155244906,-8.65146126252138,3.74258034906492e-14,1.27722334448705e-12
"ENSG00000101608",-1.15822868313264,-8.62934245049266,4.2069780451968e-14,1.42943380033435e-12
"ENSG00000280734",-1.00828433265548,-8.62582553813718,4.28593069555913e-14,1.45212882091624e-12
"ENSG00000223935",-1.30490463333212,-8.61941745286018,4.43360156676536e-14,1.49409993407381e-12
"ENSG00000162069",-1.3191146092997,-8.61089776741597,4.63780821927215e-14,1.55457350951332e-12
"ENSG00000115415",-1.04433023831796,-8.60115477701525,4.8828395849438e-14,1.62227393476493e-12
"ENSG00000167536",-1.41795904372719,-8.5976792754406,4.97333148808589e-14,1.64942990444651e-12
"ENSG00000171428",-1.22305508001746,-8.59613799587067,5.01399459976519e-14,1.65999350211558e-12
"ENSG00000226891",-1.35162151597557,-8.58871895733992,5.21440929208597e-14,1.71729094832719e-12
"ENSG00000118898",-1.137702005323,-8.5755812299519,5.58907243055432e-14,1.82100917820011e-12
"ENSG00000160179",-1.00147688156304,-8.55285354982074,6.30159464032566e-14,2.02922119375136e-12
"ENSG00000129007",-1.21057734911562,-8.55033985113875,6.38575592295823e-14,2.05281348253732e-12
"ENSG00000157551",-1.19827105401862,-8.49658691407848,8.47899830146089e-14,2.68449361349446e-12
"ENSG00000254685",-1.28522688723783,-8.49184720856373,8.69349622210869e-14,2.73859668615524e-12
"ENSG00000127951",-1.15145892261096,-8.48113063421449,9.19860378464112e-14,2.878460101247e-12
"ENSG00000142089",-1.07578978642131,-8.45095084667231,1.07835568437276e-13,3.33017448888754e-12
"ENSG00000287713",-1.33138671587652,-8.44306218358117,1.12408748543244e-13,3.45441436387867e-12
"ENSG00000198736",-1.08985305630944,-8.43655958291286,1.16323176915366e-13,3.55153323619396e-12
"ENSG00000285006",-1.46072657397226,-8.43452774167008,1.17573903120225e-13,3.58391130579095e-12
"ENSG00000231799",-1.3122633478169,-8.39384492504479,1.45633370754945e-13,4.34088835171148e-12
"ENSG00000145723",-1.08077877358803,-8.34894932954448,1.84385262711839e-13,5.4528250847184e-12
"ENSG00000231551",-1.07561692589418,-8.31790038733203,2.17030264248307e-13,6.3288175199839e-12
"ENSG00000174718",-1.15909924689456,-8.31689032576954,2.18183728712749e-13,6.35261990956842e-12
"ENSG00000205890",-1.14155517663105,-8.3057606009258,2.31304663334919e-13,6.69326766190968e-12
"ENSG00000115155",-1.82402379024279,-8.29888894473605,2.39794689737908e-13,6.90711370838336e-12
"ENSG00000225217",-1.0086617530379,-8.29135582751521,2.49458561054778e-13,7.13095656016678e-12
"ENSG00000147416",-1.08802906030946,-8.29037474629681,2.50745331478275e-13,7.15687962786021e-12
"ENSG00000233646",-1.26638042964217,-8.2602375205078,2.93658582992179e-13,8.31870734797995e-12
"ENSG00000228382",-1.26333100951857,-8.23456409012558,3.35927947355441e-13,9.39668499217154e-12
"ENSG00000112053",-1.08279115106073,-8.22512202374967,3.5295159477999e-13,9.82112576435074e-12
"ENSG00000214846",-1.27442263703587,-8.2134073848191,3.75269819456122e-13,1.03352819574772e-11
"ENSG00000249396",-1.16607707904875,-8.19391301396445,4.15563003149439e-13,1.13454722512016e-11
"ENSG00000150681",-1.29323474012703,-8.19296222269069,4.1763467686234e-13,1.1385531176169e-11
"ENSG00000028839",-1.10518876731742,-8.16667933320209,4.79152511445355e-13,1.28579416105521e-11
"ENSG00000102738",-1.08973956195098,-8.15868215987803,4.99600702008314e-13,1.33496142190533e-11
"ENSG00000121807",-1.16421377556854,-8.13427359032825,5.67533353962451e-13,1.49110088172171e-11
"ENSG00000221909",-1.19925671576553,-8.12918991109002,5.82798260614928e-13,1.52413938479429e-11
"ENSG00000237135",-1.00704467616319,-8.12839435551989,5.85223764564711e-13,1.5248195403693e-11
"ENSG00000214872",-1.42538528119599,-8.12446610223205,5.97348235967599e-13,1.55426050678973e-11
"ENSG00000188404",-1.20124861886539,-8.1238910893834,5.99143834655615e-13,1.55678228375758e-11
"ENSG00000280832",-1.14863795926182,-8.1178033929436,6.18486284650791e-13,1.60261961901673e-11
"ENSG00000258819",-1.35026075591458,-8.10833558123969,6.49809161269816e-13,1.68147046428582e-11
"ENSG00000172007",-1.03762914515996,-8.10683939040209,6.54901395261843e-13,1.6923227001293e-11
"ENSG00000227032",-1.42101392395085,-8.09282696072946,7.04560201600607e-13,1.80820642580587e-11
"ENSG00000197044",-1.09259037967634,-8.08729470552391,7.25181307290132e-13,1.85359097241947e-11
"ENSG00000166527",-1.20438111682705,-8.08613911640218,7.29563866787787e-13,1.86226614126671e-11
"ENSG00000185862",-1.09097804811697,-8.07712831504705,7.64652743413503e-13,1.94393095552275e-11
"ENSG00000197208",-1.23329350879316,-8.07453134350031,7.75073527336279e-13,1.96776753476561e-11
"ENSG00000165046",-1.07023219416659,-8.0725003691423,7.83321435978271e-13,1.98603084938878e-11
"ENSG00000260943",-1.28552150466393,-8.06309924596857,8.22651232626191e-13,2.08294407529734e-11
"ENSG00000197054",-1.08076515464029,-8.05514388139592,8.57461905319699e-13,2.1652637228435e-11
"ENSG00000203814",-1.17425516173357,-8.05317607155697,8.66296075474727e-13,2.18464330251578e-11
"ENSG00000257715",-1.22148010481786,-8.02897901153895,9.8261209281498e-13,2.43942302169352e-11
"ENSG00000143753",-1.08920264848113,-8.00055183479992,1.13922823194793e-12,2.79073880798896e-11
"ENSG00000243155",-1.14779438479569,-7.99513321846048,1.17178277603558e-12,2.86675895259199e-11
"ENSG00000286940",-1.07090205728517,-7.97000256570248,1.33527245076524e-12,3.21249839431871e-11
"ENSG00000113303",-1.12817381509824,-7.94874980975369,1.49109109678549e-12,3.54661288904608e-11
"ENSG00000180573",-1.12485927987729,-7.94890155727299,1.48991686623257e-12,3.54661288904608e-11
"ENSG00000171155",-1.00082518043003,-7.9325411604582,1.62195801121878e-12,3.81453745509855e-11
"ENSG00000288587",-1.65736041567597,-7.92219397393136,1.71140488736589e-12,4.00988125226351e-11
"ENSG00000287131",-1.32928237161153,-7.91993513265899,1.73157413684402e-12,4.05209858259226e-11
"ENSG00000225342",-1.09688368216323,-7.89982492069701,1.92187489446717e-12,4.42054691843376e-11
"ENSG00000196812",-1.22243473370958,-7.89519162867492,1.96858439612009e-12,4.51695406262001e-11
"ENSG00000272666",-1.10264942302538,-7.87729295657193,2.159863876593e-12,4.91395117237427e-11
"ENSG00000260361",-1.00676572036065,-7.86822140328008,2.2637490387832e-12,5.11938828242471e-11
"ENSG00000108733",-1.00256308424333,-7.8555238216958,2.4175450048478e-12,5.4540973414758e-11
"ENSG00000138459",-1.1107096229773,-7.8416500083384,2.59747326365741e-12,5.83208597625487e-11
"ENSG00000164512",-1.15966731620103,-7.80500137484811,3.13931037435327e-12,6.94111840751959e-11
"ENSG00000115339",-1.02872784478633,-7.79240133037462,3.35042159278637e-12,7.35608880709902e-11
"ENSG00000180644",-1.0862825417825,-7.78178131733454,3.53926581780648e-12,7.69892488173654e-11
"ENSG00000091106",-1.115383925764,-7.76494606707658,3.86051466990749e-12,8.31135718305341e-11
"ENSG00000253981",-1.17509505630653,-7.75987499769737,3.96283785160566e-12,8.51219377976596e-11
"ENSG00000164105",-1.41725377560007,-7.75739518694774,4.01385108108064e-12,8.6021532042545e-11
"ENSG00000183625",-1.05255150341733,-7.74367743278384,4.30805309259823e-12,9.17657910437032e-11
"ENSG00000154928",-1.09549711366384,-7.73687648394031,4.46175347863e-12,9.47581871819976e-11
"ENSG00000228318",-1.22724853600471,-7.70450904763339,5.27122069588144e-12,1.10131900636314e-10
"ENSG00000154589",-1.01670554530801,-7.69737228629964,5.46845286090225e-12,1.13828414357654e-10
"ENSG00000264558",-1.35750595610466,-7.69009650974821,5.67706873773479e-12,1.17650848054398e-10
"ENSG00000137757",-1.36471030758981,-7.68736826534639,5.75731531225243e-12,1.19051927389914e-10
"ENSG00000287216",-1.26762633127261,-7.67994665779268,5.98135216676225e-12,1.23143947669363e-10
"ENSG00000269001",-1.07787658569606,-7.66507387257785,6.45669517925904e-12,1.31351213592745e-10
"ENSG00000250687",-1.20274546922509,-7.65805796449019,6.69376324094571e-12,1.35734243200146e-10
"ENSG00000282988",-1.08346948601845,-7.62945188662614,7.75315094771274e-12,1.55211325773659e-10
"ENSG00000078098",-1.29735528103043,-7.62836647573864,7.79646894466185e-12,1.55747488843627e-10
"ENSG00000247317",-1.42007997125165,-7.56800232996394,1.06244871037567e-11,2.06974237911653e-10
"ENSG00000283020",-1.14088246232404,-7.55747873662328,1.12126377727113e-11,2.17981083965258e-10
"ENSG00000069509",-1.07143470302512,-7.55577555280028,1.1310817644913e-11,2.19663075046259e-10
"ENSG00000151364",-1.54798159151895,-7.54488064708644,1.19593476391168e-11,2.31541819964729e-10
"ENSG00000232586",-1.27207302818586,-7.542782020572,1.20884437042752e-11,2.33800926592542e-10
"ENSG00000238160",-1.284285331574,-7.53242211476584,1.27462706474709e-11,2.45264807412723e-10
"ENSG00000189013",-1.33444256138054,-7.52213564693829,1.343455394549e-11,2.57456894430458e-10
"ENSG00000265118",-1.81617598269661,-7.51775046396658,1.37390670096517e-11,2.62757913023166e-10
"ENSG00000215114",-1.02633585513094,-7.49203142923601,1.56679430095828e-11,2.95448158573094e-10
"ENSG00000269243",-1.0213317341094,-7.47013735633912,1.751999711756e-11,3.25806224778476e-10
"ENSG00000164305",-1.02206758196273,-7.46819883684533,1.76940843887117e-11,3.28395233216307e-10
"ENSG00000130150",-1.0814563236644,-7.46648661337984,1.7849275639113e-11,3.30949463080326e-10
"ENSG00000159885",-1.00384393001736,-7.45192846107768,1.92245131067345e-11,3.53663454985024e-10
"ENSG00000147592",-1.24186003677934,-7.4514957345212,1.92669599702473e-11,3.5409852870197e-10
"ENSG00000258476",-1.14474425700402,-7.43334883740361,2.11332311067204e-11,3.84273945548648e-10
"ENSG00000079257",-1.07868016900045,-7.40646041626716,2.4232813498055e-11,4.35589447210267e-10
"ENSG00000136161",-1.00874959787067,-7.3951262360035,2.56707200771465e-11,4.56482878415577e-10
"ENSG00000171860",-1.29410442458489,-7.39040024898621,2.62949835105029e-11,4.65987675795722e-10
"ENSG00000198574",-1.05566233391071,-7.37424524644741,2.85447742239692e-11,4.99281761217392e-10
"ENSG00000242197",-1.08946288089288,-7.37002028550977,2.91639857114854e-11,5.08695521141631e-10
"ENSG00000232912",-1.00551120937715,-7.35798022691357,3.10025790034241e-11,5.37282965286571e-10
"ENSG00000239351",-1.01102923616998,-7.35383961897748,3.16610657230451e-11,5.46683002832927e-10
"ENSG00000078081",-1.5739132511067,-7.3479414624106,3.26230658243684e-11,5.62262867337102e-10
"ENSG00000177917",-1.05415184300195,-7.32281145005792,3.70571585803536e-11,6.31749098042264e-10
"ENSG00000259529",-1.03599215991498,-7.30852259197807,3.98395913080999e-11,6.73696787308785e-10
"ENSG00000196139",-1.00088280237223,-7.29776035599347,4.20711096495961e-11,7.06359682334306e-10
"ENSG00000225873",-1.086288384665,-7.29429626564073,4.28153999129959e-11,7.16939114276459e-10
"ENSG00000254285",-1.28671083054232,-7.28646777800969,4.45458318109601e-11,7.43931187637292e-10
"ENSG00000198178",-1.21789003303909,-7.27104031659448,4.81613705306889e-11,8.00056347493049e-10
"ENSG00000183784",-1.10909055322061,-7.26313361536571,5.01255788436737e-11,8.30488702073109e-10
"ENSG00000225492",-1.62268571219533,-7.25592331647241,5.19858805181289e-11,8.59798083582539e-10
"ENSG00000105501",-1.27949271255472,-7.25070597123773,5.33744937153548e-11,8.78138613633059e-10
"ENSG00000180138",-1.33226029652831,-7.22362583564528,6.11943080690866e-11,9.98076515502557e-10
"ENSG00000259182",-1.20604050187247,-7.22230968156099,6.16020249146643e-11,1.00298958110842e-09
"ENSG00000164440",-1.19063696725627,-7.2163945991525,6.3467871993627e-11,1.0306963557034e-09
"ENSG00000223914",-1.05046433206456,-7.21474888005008,6.39968786038906e-11,1.03839207505606e-09
"ENSG00000082996",-1.08516898844186,-7.21121532759141,6.51475217321816e-11,1.05433764122924e-09
"ENSG00000287680",-1.01381001219868,-7.20931292464197,6.57754711779337e-11,1.06219955828171e-09
"ENSG00000144118",-1.03913494612415,-7.15797572700014,8.51815445722426e-11,1.33944068167939e-09
"ENSG00000176390",-1.0308839668736,-7.13283600451127,9.66559974145349e-11,1.49491435081692e-09
"ENSG00000280054",-1.17697212396805,-7.13126545748208,9.74216080997933e-11,1.50428545359337e-09
"ENSG00000101342",-1.14634435027546,-7.1205721466502,1.02796440663797e-10,1.57626227352339e-09
"ENSG00000248196",-1.13275776495874,-7.1062590456968,1.10452799227383e-10,1.68342219404971e-09
"ENSG00000287299",-1.33824304328884,-7.07567607098309,1.28755365450529e-10,1.93266420267495e-09
"ENSG00000146476",-1.02303637135228,-7.07520409032137,1.29060157277385e-10,1.93569684935619e-09
"ENSG00000165115",-1.07965710130144,-7.02042685350648,1.69746654542064e-10,2.48460565521632e-09
"ENSG00000246430",-1.21442971512357,-7.01366635436862,1.75576383405819e-10,2.55801075839042e-09
"ENSG00000079385",-1.00570434967009,-7.00901407685886,1.79702806698887e-10,2.61408607922288e-09
"ENSG00000138449",-1.28495277018385,-7.00390747606819,1.84342751987977e-10,2.6753842541984e-09
"ENSG00000132801",-1.0526360047427,-7.00237332120601,1.85759730880988e-10,2.69387360303006e-09
"ENSG00000287678",-1.01326797879893,-6.98534254439538,2.02232311469237e-10,2.89047972948216e-09
"ENSG00000181631",-1.01691780630603,-6.97237630968327,2.15735363308126e-10,3.07182371428457e-09
"ENSG00000108387",-1.21520440905665,-6.97121425648094,2.16988220230999e-10,3.08499931525401e-09
"ENSG00000165029",-1.04280133100144,-6.95993216242054,2.29532369735462e-10,3.23647513553640e-09
"ENSG00000105948",-1.1751039192821,-6.94808558640421,2.43476652842305e-10,3.40758780552998e-09
"ENSG00000110492",-1.06487946926494,-6.94669977729872,2.45161641833898e-10,3.42353966557966e-09
"ENSG00000155099",-1.06362562415272,-6.93718464323994,2.57046665146331e-10,3.5709771961848e-09
"ENSG00000115828",-1.1653996347424,-6.92675495071691,2.70729492007395e-10,3.7281217066037e-09
"ENSG00000239775",-1.13724857570492,-6.92660526306359,2.70931023268949e-10,3.7281217066037e-09
"ENSG00000107317",-1.08663307724679,-6.92149288173376,2.77903864039275e-10,3.81570917694742e-09
"ENSG00000165131",-1.06750755562163,-6.90949359442466,2.94974843822806e-10,4.02982963588687e-09
"ENSG00000260920",-1.05308913993045,-6.90936740288413,2.95159774373269e-10,4.02982963588687e-09
"ENSG00000262587",-1.03396737807445,-6.90643654672932,2.99487280421491e-10,4.08230201778585e-09
"ENSG00000285534",-1.54579170243355,-6.90015419825593,3.08975937983508e-10,4.19343567704129e-09
"ENSG00000270276",-1.64558558839579,-6.89917461946608,3.10482020509522e-10,4.20892490879703e-09
"ENSG00000136371",-1.12349725034147,-6.8893912543941,3.25927866249205e-10,4.39815841289578e-09
"ENSG00000237576",-1.0318856403972,-6.88593330236665,3.31567052403659e-10,4.46785417251798e-09
"ENSG00000271843",-1.0454907502988,-6.8794196743896,3.42452734898264e-10,4.60137276748467e-09
"ENSG00000214322",-1.16187757243859,-6.87094906969827,3.57139142134847e-10,4.78165398687721e-09
"ENSG00000189050",-1.00290488564045,-6.82048209733877,4.58473418510914e-10,6.00189177061056e-09
"ENSG00000234389",-1.01470671602721,-6.81241134937244,4.77126637763845e-10,6.22014643750541e-09
"ENSG00000149573",-1.05299818416509,-6.81091034150027,4.80677618903888e-10,6.26210579869394e-09
"ENSG00000277224",-1.01184441275584,-6.79905104807388,5.09667643753601e-10,6.62146142967609e-09
"ENSG00000169902",-1.29987336180467,-6.77134023574738,5.84316899890301e-10,7.53928887680376e-09
"ENSG00000232450",-1.12819440554324,-6.73404987298508,7.02073057464488e-10,8.8465901381378e-09
"ENSG00000111837",-1.03064877331726,-6.71388249918684,7.75232873683787e-10,9.68424195918779e-09
"ENSG00000120051",-1.01218664163539,-6.71232467867762,7.81187774983002e-10,9.73925566189927e-09
"ENSG00000243179",-1.20695320795893,-6.70769875873239,7.99138401995795e-10,9.94330859762007e-09
"ENSG00000254928",-1.37028006152961,-6.70237638199672,8.20296213432775e-10,1.01662763609517e-08
"ENSG00000115607",-1.03522769702833,-6.69720855096944,8.41368939281134e-10,1.03728456009018e-08
"ENSG00000108244",-1.25756405087485,-6.68927387234007,8.7476927512751e-10,1.07407972567041e-08
"ENSG00000235192",-1.14985102876213,-6.67693137167957,9.29344757891049e-10,1.13681795773712e-08
"ENSG00000179144",-1.01074940978241,-6.65831129644891,1.01810292145838e-09,1.23815512165481e-08
"ENSG00000213443",-1.60125901977982,-6.64768696432218,1.07244613002832e-09,1.29504744855599e-08
"ENSG00000266127",-1.1069175289993,-6.62015235420556,1.22697988899017e-09,1.46197641674869e-08
"ENSG00000287458",-1.33886329796954,-6.6194631361378,1.23111762502434e-09,1.46597938180838e-08
"ENSG00000237781",-1.12526218247081,-6.6183109215755,1.23806576529202e-09,1.47239159637444e-08
"ENSG00000250011",-1.21328157518592,-6.6168340389817,1.24702838730749e-09,1.47859325292781e-08
"ENSG00000180409",-1.28647121816939,-6.59993816360081,1.35423530283668e-09,1.58925237216343e-08
"ENSG00000221937",-1.25338328572644,-6.59968987912454,1.35587669328179e-09,1.58942160224284e-08
"ENSG00000286638",-1.03701349529865,-6.59252924568882,1.40406969240428e-09,1.6387772531296e-08
"ENSG00000237927",-1.07314873200375,-6.58811159695797,1.43464116563348e-09,1.6723867746413e-08
"ENSG00000130300",-1.29390144388039,-6.58368151891095,1.46595846109649e-09,1.70369264546885e-08
"ENSG00000133800",-1.0578538536804,-6.55322287977527,1.70032522513938e-09,1.94243338939815e-08
"ENSG00000125148",-1.16509108478483,-6.5506536963129,1.72170759428629e-09,1.96091461071132e-08
"ENSG00000260059",-1.16401862592943,-6.54097460410082,1.80467329208869e-09,2.03693442039345e-08
"ENSG00000279296",-1.40244895495422,-6.5296632738841,1.90664018778436e-09,2.13666197843437e-08
"ENSG00000258227",-1.02669357428261,-6.52606008412932,1.94030014552243e-09,2.17050915328691e-08
"ENSG00000287771",-1.23451425930302,-6.50736736874983,2.12456158375727e-09,2.35011691807513e-08
"ENSG00000221869",-1.0061775992873,-6.50591184392826,2.13961335126509e-09,2.36399039947987e-08
"ENSG00000288025",-1.22397403973201,-6.48803392958719,2.33330057908434e-09,2.54662319286157e-08
"ENSG00000214761",-1.10810995183778,-6.47963932210463,2.43011879419251e-09,2.6492232549189e-08
"ENSG00000165555",-1.00044461771313,-6.46554620089697,2.601649066121e-09,2.81504107453115e-08
"ENSG00000229677",-1.02702595835736,-6.4583814960732,2.69337750174493e-09,2.90262273328782e-08
"ENSG00000140280",-1.16122512044121,-6.44694405788563,2.84646242233785e-09,3.05015125779297e-08
"ENSG00000280129",-1.00932677533637,-6.44269021833056,2.90556142247609e-09,3.10288923336761e-08
"ENSG00000282608",-1.0833917717433,-6.42971318467446,3.09343217263926e-09,3.27566471434392e-08
"ENSG00000143341",-1.07200307918068,-6.41392416415044,3.33822730202444e-09,3.50923693725092e-08
"ENSG00000259332",-1.72425237034584,-6.41261576981195,3.35934967975241e-09,3.52750441846019e-08
"ENSG00000283743",-1.68249057901642,-6.4050380427803,3.48430012409329e-09,3.63842825596837e-08
"ENSG00000254288",-1.05666138342964,-6.3875170520283,3.79102464754634e-09,3.92823555063135e-08
"ENSG00000249173",-1.14825436868843,-6.31046400774274,5.48756121613108e-09,5.46666727601678e-08
"ENSG00000181963",-1.00607482298481,-6.23850045805194,7.73783460753171e-09,7.47514504290679e-08
"ENSG00000265531",-1.10164716657019,-6.20390602744702,9.12202019710197e-09,8.6395483395177e-08
"ENSG00000132010",-1.02265653650866,-6.17675317057108,1.03767938487903e-08,9.71560847532361e-08
"ENSG00000179941",-1.02186478455419,-6.17628207961903,1.03999991585067e-08,9.73249797058863e-08
"ENSG00000171999",-1.03656213040081,-6.17465784939987,1.04803989912756e-08,9.79800278896525e-08
"ENSG00000173212",-1.03353800919745,-6.16268678747411,1.1092145910562e-08,1.03136152351021e-07
"ENSG00000151726",-1.01818592399159,-6.16277310966435,1.10876112626024e-08,1.03136152351021e-07
"ENSG00000268500",-1.94325223955889,-6.03944185361565,1.98330230913319e-08,1.75405863377704e-07
"ENSG00000123700",-1.128639867904,-6.02943374318724,2.07863867962513e-08,1.8297848339616e-07
"ENSG00000165949",-1.25314748068619,-6.00510244128313,2.32961600447984e-08,2.02236434527149e-07
"ENSG00000270893",-1.02454487246123,-5.96501330093779,2.80960277494848e-08,2.40048722848822e-07
"ENSG00000198814",-1.00409426687698,-5.96181225050754,2.8518736791616e-08,2.42983249063981e-07
"ENSG00000214651",-1.19337061338817,-5.93943217390344,3.16538251492259e-08,2.65968124135511e-07
"ENSG00000253816",-1.2263043799755,-5.9367377689063,3.20533941808594e-08,2.68843205511589e-07
"ENSG00000236525",-1.0584131468789,-5.91490079655654,3.54799130843374e-08,2.93660194500329e-07
"ENSG00000161040",-1.28815234513571,-5.91477806754566,3.55001531982047e-08,2.93698676305569e-07
"ENSG00000115590",-1.11130121041891,-5.88048889735608,4.16228923320529e-08,3.39915710160832e-07
"ENSG00000231123",-1.07601078501489,-5.88054208626175,4.16126348774941e-08,3.39915710160832e-07
"ENSG00000220517",-1.04914270949645,-5.87533467007605,4.26287532819213e-08,3.47335836645689e-07
"ENSG00000285816",-1.63167411879617,-5.86376613520342,4.49741137491173e-08,3.64240049357641e-07
"ENSG00000273055",-1.04175910068067,-5.8591247764061,4.59503032944853e-08,3.71986168225833e-07
"ENSG00000239961",-1.05890885658457,-5.84804924806223,4.83646043721944e-08,3.88597428581574e-07
"ENSG00000270149",-1.87732527593382,-5.79508233345204,6.17444813179741e-08,4.84239191951705e-07
"ENSG00000248477",-1.18530314475869,-5.78147035087994,6.57325468556749e-08,5.12316804992637e-07
"ENSG00000182347",-1.10458309704573,-5.75621078941935,7.38139313057223e-08,5.66528430943192e-07
"ENSG00000180596",-1.0178411851091,-5.75616053584891,7.38309426672437e-08,5.66528430943192e-07
"ENSG00000136197",-1.35331234225509,-5.75491821161224,7.42527075472929e-08,5.69069367280677e-07
"ENSG00000133328",-1.12539754136056,-5.74405059613841,7.80444442381287e-08,5.96672581395239e-07
"ENSG00000234484",-1.01065113393951,-5.72308030743033,8.5905548050269e-08,6.50960866520904e-07
"ENSG00000268170",-1.00807454176763,-5.70866286810267,9.17554974495365e-08,6.90291557889125e-07
"ENSG00000123444",-1.0151307623839,-5.7084847339823,9.18301657336162e-08,6.90577509816312e-07
"ENSG00000125510",-1.09243734137952,-5.65088188268775,1.19379759334392e-07,8.743685483442e-07
"ENSG00000223549",-1.01494243026411,-5.55047607384008,1.87988453830364e-07,1.32188372275341e-06
"ENSG00000257181",-1.36560172409095,-5.52905139514232,2.07001386422802e-07,1.43786582501207e-06
"ENSG00000100101",-1.267050304502,-5.25715714385185,6.90990067579492e-07,4.23624797779256e-06
"ENSG00000167633",-1.06544964614244,-5.25646896225727,6.93072508451956e-07,4.24726737612816e-06
"ENSG00000259132",-1.01814083752086,-5.21773402006386,8.20701217544093e-07,4.93311089218112e-06
"ENSG00000179593",-1.14797968802091,-5.15727562407426,1.06698384528628e-06,6.27140145943928e-06
"ENSG00000288640",-1.68562345144479,-5.10312286716806,1.34775980095178e-06,7.73586201411631e-06
"ENSG00000168282",-1.28859845687276,-4.89622650418903,3.24777027336423e-06,1.69477829389572e-05
"ENSG00000263335",-1.17516928478249,-4.84504450958507,4.02402276766847e-06,2.05711101485315e-05
"ENSG00000159189",-1.07677970087888,-4.7990542507586,4.87307127798511e-06,2.44601430148371e-05
"ENSG00000152463",-1.13218839320113,-4.62173763549623,1.00904039761755e-05,4.70386117553067e-05
"ENSG00000250264",-1.31182846168294,-4.50723457209106,1.6002171517646e-05,7.12476736113011e-05
"ENSG00000256664",-1.0657517367943,-4.49969684772102,1.64912698022852e-05,7.3200410116741e-05
"ENSG00000284292",-1.10607225687567,-4.35416388991198,2.93101413642826e-05,0.000121832401372541
"ENSG00000251201",-1.16008980859638,-4.18681871069959,5.59454987207115e-05,0.000217613319203131
"ENSG00000269891",-1.01133493845961,-3.73594441512348,0.000293769532918461,0.000934802442756414
"ENSG00000260914",-1.1511074986321,-3.64422319119095,0.000405295185027688,0.00123843482490699
"ENSG00000286231",-1.48530473434199,-3.5968077261412,0.000477634927057865,0.0014265710824886
"ENSG00000173366",-1.1175517991705,-3.59000828993551,0.000488958380043337,0.00145582392338492
"ENSG00000287286",-1.07113030187213,-3.40087833814547,0.00092682511100482,0.00253000020882608
"ENSG00000280987",-1.00251203790239,-3.30506683074116,0.00126972927520723,0.00331636074236831
"ENSG00000250021",-1.0374061216157,-3.24188085223447,0.00155732939633684,0.00394738578689362
"ENSG00000261796",-1.29306758441072,-3.16078613801722,0.00201569568653818,0.00492626820744761
