"Gene","logFC","t_statistic","P.Value","FDR","SYMBOL","GENENAME"
"ENSG00000286125",0.441152626911088,2.08435885182551,0.0393612088433586,0.0629979993365497,"ZIM2-AS1","ZIM2 antisense RNA 1"
"ENSG00000160284",0.348296046877359,2.08415559684974,0.0393800506144422,0.063017447627834,"SPATC1L","spermatogenesis and centriole associated 1 like"
"ENSG00000116711",-0.333397277129894,-2.08415830528316,0.0393797994912072,0.063017447627834,"PLA2G4A","phospholipase A2 group IVA"
"ENSG00000092295",-0.31489546812418,-2.08390642573417,0.039403159404255,0.0630490713375823,"TGM1","transglutaminase 1"
"ENSG00000259924",0.382177372171249,2.08313374589365,0.0394748939634154,0.0631584892545285,NA,NA
"ENSG00000102901",0.197377354257051,2.08303541394204,0.0394840310215197,0.0631677432172729,"CENPT","centromere protein T"
"ENSG00000139044",-0.270457008368691,-2.08250313078086,0.0395335226395771,0.0632361806473935,"B4GALNT3","beta-1,4-N-acetyl-galactosaminyltransferase 3"
"ENSG00000105223",-0.177906018951207,-2.08250563238485,0.0395332899160442,0.0632361806473935,"PLD3","phospholipase D family member 3"
"ENSG00000116584",-0.165221291387053,-2.08245982752346,0.0395375513164518,0.0632372551960705,"ARHGEF2","Rho/Rac guanine nucleotide exchange factor 2"
"ENSG00000279933",-0.252157707864508,-2.08242258983953,0.0395410159708839,0.0632374275286111,NA,NA
"ENSG00000185189",0.254616259990608,2.08220342978059,0.0395614122686643,0.0632646760880389,"NRBP2","nuclear receptor binding protein 2"
"ENSG00000163808",0.389091394704798,2.0817846146589,0.0396004147840309,0.0633216716493994,"KIF15","kinesin family member 15"
"ENSG00000137054",0.308152565029273,2.08152770990064,0.0396243556175066,0.063354575719113,"POLR1E","RNA polymerase I subunit E"
"ENSG00000196976",0.361118814812469,2.08125081377383,0.0396501733728082,0.0633904749212391,"LAGE3","L antigen family member 3"
"ENSG00000011590",-0.305576832770555,-2.08029577402166,0.0397393321572017,0.0635276255242164,"ZBTB32","zinc finger and BTB domain containing 32"
"ENSG00000095380",-0.143418167462803,-2.07973812442229,0.0397914718166461,0.0636055787935493,"NANS","N-acetylneuraminate synthase"
"ENSG00000145781",-0.2867609675658,-2.07952222632175,0.039811673852551,0.0636324717490545,"COMMD10","COMM domain containing 10"
"ENSG00000102908",-0.201200622698795,-2.07854246333244,0.03990346316175,0.0637737710224014,"NFAT5","nuclear factor of activated T cells 5"
"ENSG00000260927",0.327286731529714,2.07842022043463,0.0399149282692715,0.0637866829603441,NA,NA
"ENSG00000211964",-0.44110509569387,-2.07776213671854,0.0399766983176788,0.0638759150287204,"IGHV3-48","immunoglobulin heavy variable 3-48"
"ENSG00000244563",0.376843864475902,2.07775309673351,0.0399775474141954,0.0638759150287204,"RPS26P19","ribosomal protein S26 pseudogene 19"
"ENSG00000244040",0.455371921146545,2.07761530478419,0.039990491684766,0.0638911782170827,"IL12A-AS1","IL12A antisense RNA 1"
"ENSG00000166575",0.259004334468857,2.07748674568337,0.0400025718635003,0.0638942215333745,"TMEM135","transmembrane protein 135"
"ENSG00000114270",0.2475924489735,2.0774956787881,0.0400017323543909,0.0638942215333745,"COL7A1","collagen type VII alpha 1 chain"
"ENSG00000285646",0.246266866146827,2.0774942867624,0.0400018631722192,0.0638942215333745,NA,NA
"ENSG00000160877",0.302368751156194,2.07714470995751,0.0400347268514062,0.0639401597648825,"NACC1","nucleus accumbens associated 1"
"ENSG00000177570",0.302998511064106,2.07675694130589,0.0400712080862643,0.06399299914624,"SAMD12","sterile alpha motif domain containing 12"
"ENSG00000119715",0.421998932315188,2.07609226916701,0.0401338068321087,0.0640875352295722,"ESRRB","estrogen related receptor beta"
"ENSG00000182858",-0.201642548904199,-2.07576451296369,0.0401647057991635,0.0641314398919006,"ALG12","ALG12 alpha-1,6-mannosyltransferase"
"ENSG00000236032",0.481448719808586,2.07572809278526,0.0401681405455065,0.0641314883970042,"OR5H14","olfactory receptor family 5 subfamily H member 14"
"ENSG00000250312",-0.233817312464944,-2.07561410998676,0.0401788917670891,0.0641432172125783,"ZNF718","zinc finger protein 718"
"ENSG00000111752",0.227356296832436,2.07544208568833,0.0401951223304918,0.0641636907433102,"PHC1","polyhomeotic homolog 1"
"ENSG00000267288",-0.315037604251003,-2.0752396103398,0.0402142331809968,0.0641887582328096,"HEXIM2-AS2","HEXIM2 antisense RNA 2"
"ENSG00000147883",-0.24524138495491,-2.07509876934009,0.0402275312121,0.0642045440119919,"CDKN2B","cyclin dependent kinase inhibitor 2B"
"ENSG00000254229",0.346203404045976,2.07476265796475,0.0402592816973399,0.0642497753824542,"FAM90A12","family with sequence similarity 90 member A12"
"ENSG00000226567",0.45868201629987,2.07465827425492,0.0402691465997931,0.0642552633947929,"LINC00606","long intergenic non-protein coding RNA 606"
"ENSG00000071994",0.144587750374432,2.07465408667577,0.0402695423951017,0.0642552633947929,"PDCD2","programmed cell death 2"
"ENSG00000137364",-0.224651544119851,-2.07414489650032,0.0403176941867273,0.0643266471660515,"TPMT","thiopurine S-methyltransferase"
"ENSG00000128918",-0.390417359932405,-2.07392273768165,0.0403387182276219,0.0643547403431523,"ALDH1A2","aldehyde dehydrogenase 1 family member A2"
"ENSG00000100490",-0.297769414270046,-2.07355866879296,0.0403731923201322,0.064398831238497,"CDKL1","cyclin dependent kinase like 1"
"ENSG00000272668",0.290473624141126,2.07357400248084,0.0403717398455641,0.064398831238497,"LOC107985216","uncharacterized LOC107985216"
"ENSG00000279021",0.233287250425583,2.07324025270862,0.0404033642438637,0.0644415016193298,NA,NA
"ENSG00000004799",0.401440420007163,2.07303869689887,0.0404224729326824,0.0644665209199011,"PDK4","pyruvate dehydrogenase kinase 4"
"ENSG00000164885",0.205681634773389,2.07281058438038,0.0404441087204337,0.0644955659083662,"CDK5","cyclin dependent kinase 5"
"ENSG00000158715",0.353450759099807,2.07266929507282,0.0404575145756801,0.0645071622374466,"SLC45A3","solute carrier family 45 member 3"
"ENSG00000176659",-0.239793095047421,-2.072661764417,0.040458229208803,0.0645071622374466,NA,NA
"ENSG00000165646",0.4284507822534,2.07258634760733,0.0404653866006058,0.0645131138102752,"SLC18A2","solute carrier family 18 member A2"
"ENSG00000101280",0.430865801493117,2.07251916346817,0.0404717635912865,0.0645178203040243,"ANGPT4","angiopoietin 4"
"ENSG00000103111",-0.137928902507909,-2.07241964571641,0.0404812112134111,0.0645274206158604,"MON1B","MON1 vesicular trafficking associated B"
"ENSG00000100197",0.272264982440261,2.07222335011917,0.0404998519011558,0.0645516718938973,"CYP2D6","cytochrome P450 family 2 subfamily D member 6 (gene/pseudogene)"
"ENSG00000259921",0.436883053046166,2.07185223202021,0.0405351142893275,0.0646024097277794,NA,NA
"ENSG00000149547",0.251368210266068,2.07170413209581,0.0405491936040039,0.0646139155060249,"EI24","EI24 autophagy associated transmembrane protein"
"ENSG00000119431",-0.205991952401493,-2.07172431299379,0.0405472748331616,0.0646139155060249,"HDHD3","haloacid dehalogenase like hydrolase domain containing 3"
"ENSG00000122012",0.391047581700915,2.07160580498615,0.0405585435203586,0.0646233479520016,"SV2C","synaptic vesicle glycoprotein 2C"
"ENSG00000161298",0.346220686174745,2.07131313348397,0.0405863845878869,0.064662238909558,"ZNF382","zinc finger protein 382"
"ENSG00000229847",0.440945870061933,2.07116276465677,0.04060069515968,0.0646795683228796,"EMX2OS","EMX2 opposite strand/antisense RNA"
"ENSG00000189306",0.146764701173413,2.07107553130225,0.0406089991271008,0.0646873267001798,"RRP7A","ribosomal RNA processing 7 homolog A"
"ENSG00000235298",0.371484464326892,2.07035470472523,0.0406776723073644,0.0647912396149599,NA,NA
"ENSG00000230513",0.294806998194888,2.06946466255014,0.0407626042462227,0.0649210296576212,"THAP7-AS1","THAP7 antisense RNA 1"
"ENSG00000100347",0.178580671861543,2.06876866523592,0.0408291255825471,0.0650214783772105,"SAMM50","SAMM50 sorting and assembly machinery component"
"ENSG00000130598",-0.221891579332008,-2.06855532074395,0.0408495350656877,0.0650484819583623,"TNNI2","troponin I2, fast skeletal type"
"ENSG00000103043",0.154660516843757,2.06830807455213,0.0408731986940555,0.0650806624121897,"VAC14","VAC14 component of PIKFYVE complex"
"ENSG00000187796",0.230009703862203,2.06801186354169,0.0409015641807801,0.065120323363551,"CARD9","caspase recruitment domain family member 9"
"ENSG00000123240",-0.185706320931204,-2.06782876901423,0.0409191059616429,0.065142746396132,"OPTN","optineurin"
"ENSG00000162551",-0.357503498896162,-2.06759271903922,0.0409417307887637,0.0651732571065346,"ALPL","alkaline phosphatase, biomineralization associated"
"ENSG00000174032",0.242832270122091,2.06709885226186,0.0409891014843783,0.065243151141759,"SLC25A30","solute carrier family 25 member 30"
"ENSG00000146414",0.205540287624022,2.06657542240844,0.0410393591637963,0.0653176282466708,"SHPRH","SNF2 histone linker PHD RING helicase"
"ENSG00000235527",0.289408747390674,2.06606824129352,0.0410881071539696,0.0653896901720435,"HIPK1-AS1","HIPK1 antisense RNA 1"
"ENSG00000233937",-0.29844841252855,-2.06598301693334,0.0410963034157404,0.0653972093044195,NA,NA
"ENSG00000197329",-0.304376697876555,-2.0657629549217,0.0411174738771449,0.0654253714754334,"PELI1","pellino E3 ubiquitin protein ligase 1"
"ENSG00000214039",0.444857553484309,2.06567111608091,0.041126311748656,0.0654339071555052,"LINC02418","long intergenic non-protein coding RNA 2418"
"ENSG00000184719",-0.30081201486567,-2.06506218776367,0.0411849516340522,0.0655216720616735,"RNLS","renalase, FAD dependent amine oxidase"
"ENSG00000156574",-0.378282782167349,-2.06485427347741,0.0412049902375134,0.0655480160525484,"NODAL","nodal growth differentiation factor"
"ENSG00000273674",0.365761477777292,2.06457085086703,0.0412323197470783,0.0655859528325138,NA,NA
"ENSG00000025434",-0.263039608890602,-2.06357456006925,0.0413285122797415,0.0657334105307134,"NR1H3","nuclear receptor subfamily 1 group H member 3"
"ENSG00000248472",0.34983724274007,2.06321668813593,0.0413631120292056,0.0657828876662031,NA,NA
"ENSG00000179886",0.326591207577492,2.06289120775751,0.041394601680519,0.0658274106413656,"TIGD5","tigger transposable element derived 5"
"ENSG00000070610",-0.138635460455909,-2.06163121452047,0.041516697818603,0.0660160001271919,"GBA2","glucosylceramidase beta 2"
"ENSG00000285564",0.481445559825628,2.06133399428933,0.0415455441133889,0.0660562930459166,"DKFZp451B082","uncharacterized LOC401282"
"ENSG00000287494",0.331399163871362,2.0611675060603,0.0415617099081868,0.0660764192126275,NA,NA
"ENSG00000215374",0.421942558362157,2.06103370879212,0.0415747053629862,0.0660915020783066,"FAM66B","family with sequence similarity 66 member B"
"ENSG00000107362",-0.211452718838237,-2.06074507812087,0.0416027513404378,0.0661305062653925,"ABHD17B","abhydrolase domain containing 17B, depalmitoylase"
"ENSG00000129534",-0.179242731064062,-2.06068645887785,0.041608449300871,0.0661339831192885,"MIS18BP1","MIS18 binding protein 1"
"ENSG00000171044",0.314315532365004,2.06035964225333,0.0416402290965647,0.0661776326623672,"XKR6","XK related 6"
"ENSG00000213551",0.202902558076757,2.0603317989857,0.0416429375506795,0.0661776326623672,"DNAJC9","DnaJ heat shock protein family (Hsp40) member C9"
"ENSG00000171501",0.455348314514507,2.05956911566244,0.0417171863623342,0.0662900343056645,"OR1N2","olfactory receptor family 1 subfamily N member 2"
"ENSG00000131914",0.405259135183879,2.05910880097721,0.0417620538807344,0.0663557330470036,"LIN28A","lin-28 RNA binding posttranscriptional regulator A"
"ENSG00000246366",0.365375641864691,2.05890663969025,0.0417817719009662,0.0663814640356247,"LACTB2-AS1","LACTB2 antisense RNA 1"
"ENSG00000164142",0.319628996696479,2.05794892617126,0.041875292072847,0.0665244351550255,"FHIP1A","FHF complex subunit HOOK interacting protein 1A"
"ENSG00000107938",-0.173244719876577,-2.05767913133519,0.0419016697678498,0.0665607264597988,"EDRF1","erythroid differentiation regulatory factor 1"
"ENSG00000279077",0.278744736536706,2.05679360927347,0.0419883469328039,0.0666927891669612,NA,NA
"ENSG00000149243",0.331957076637531,2.05672678502245,0.0419948940954298,0.0666975647053121,"KLHL35","kelch like family member 35"
"ENSG00000155189",-0.283265047804287,-2.05632080346719,0.042034689298468,0.0667551405331765,"AGPAT5","1-acylglycerol-3-phosphate O-acyltransferase 5"
"ENSG00000181444",-0.225872105374813,-2.0561425898137,0.0420521684009528,0.066777269521803,"ZNF467","zinc finger protein 467"
"ENSG00000132854",0.431300147002394,2.05586947499802,0.0420789674526004,0.0668141932629877,"KANK4","KN motif and ankyrin repeat domains 4"
"ENSG00000116030",-0.193315354450129,-2.05530019550848,0.0421348743650071,0.0668973251823013,"SUMO1","small ubiquitin like modifier 1"
"ENSG00000243083",0.483390507921758,2.05436422575636,0.0422269310356517,0.0670378330397443,"LINC00870","long intergenic non-protein coding RNA 870"
"ENSG00000123684",-0.182343148101513,-2.05396071034714,0.0422666716736823,0.067095269317336,"LPGAT1","lysophosphatidylglycerol acyltransferase 1"
"ENSG00000171984",-0.23299934842691,-2.05376800940615,0.04228566133527,0.0671197580244199,"SHLD1","shieldin complex subunit 1"
"ENSG00000211899",-0.316952055788101,-2.05359077889649,0.0423031329226179,0.0671353792647188,"IGHM","immunoglobulin heavy constant mu"
"ENSG00000025039",-0.201307576822496,-2.05361693466932,0.0423005540673469,0.0671353792647188,"RRAGD","Ras related GTP binding D"
"ENSG00000256087",0.196519672923262,2.05355973149036,0.0423061942484062,0.0671353792647188,"ZNF432","zinc finger protein 432"
"ENSG00000203668",0.244618780859065,2.05338196847198,0.0423237256332423,0.067157542408947,"CHML","CHM like Rab escort protein"
"ENSG00000204946",0.296634317380227,2.05332681927278,0.042329165835476,0.0671605176458095,"ZNF783","zinc finger protein 783"
"ENSG00000166275",0.142024556933436,2.05311675688358,0.0423498929653569,0.0671877449622195,"BORCS7","BLOC-1 related complex subunit 7"
"ENSG00000279091",0.425772278019212,2.05302719213597,0.0423587330805323,0.0671961106333531,NA,NA
"ENSG00000183751",0.160384509745702,2.05295175721319,0.0423661797971096,0.0672022646529092,"TBL3","transducin beta like 3"
"ENSG00000187051",0.15785790297812,2.05283465020295,0.0423777424840728,0.0672149459387862,"RPS19BP1","ribosomal protein S19 binding protein 1"
"ENSG00000105204",-0.218134780056946,-2.05267832770997,0.0423931813686033,0.067233772572971,"DYRK1B","dual specificity tyrosine phosphorylation regulated kinase 1B"
"ENSG00000185250",0.362608000684602,2.0514046356959,0.042519154800619,0.0674278843449836,"PPIL6","peptidylprolyl isomerase like 6"
"ENSG00000157077",0.363536109408776,2.05122110050644,0.0425373336078052,0.0674453573355639,"ZFYVE9","zinc finger FYVE-type containing 9"
"ENSG00000023445",0.190308122154695,2.05125153631971,0.0425343185385492,0.0674453573355639,"BIRC3","baculoviral IAP repeat containing 3"
"ENSG00000187642",0.343672016350134,2.05117178165313,0.0425422196803632,0.0674474275659553,"PERM1","PPARGC1 and ESRR induced regulator, muscle 1"
"ENSG00000135436",0.405888682907617,2.05092090100145,0.04256708214588,0.0674684570834956,"FAM186B","family with sequence similarity 186 member B"
"ENSG00000159873",0.174050917774436,2.05098490122993,0.0425607384914211,0.0674684570834956,"CCDC117","coiled-coil domain containing 117"
"ENSG00000066923",-0.159232286383102,-2.05089338252018,0.0425698100060744,0.0674684570834956,"STAG3","STAG3 cohesin complex component"
"ENSG00000196396",-0.159214450618028,-2.05095541586162,0.042563660958292,0.0674684570834956,"PTPN1","protein tyrosine phosphatase non-receptor type 1"
"ENSG00000273489",-0.230739243397934,-2.05066133327785,0.042592818609773,0.0674992442980486,NA,NA
"ENSG00000104408",0.201182807508392,2.05050034848479,0.0426087871506073,0.0675188704864687,"EIF3E","eukaryotic translation initiation factor 3 subunit E"
"ENSG00000189171",0.32141969901185,2.0502846742517,0.0426301885320078,0.0675471016541309,"S100A13","S100 calcium binding protein A13"
"ENSG00000126106",0.248002445234724,2.04999993422817,0.0426584574257967,0.0675862086616617,"TMEM53","transmembrane protein 53"
"ENSG00000241111",0.444591805711408,2.04972418847726,0.0426858486768154,0.0676239187094314,"PRICKLE2-AS1","PRICKLE2 antisense RNA 1"
"ENSG00000233183",0.403197405687953,2.0491845207484,0.0427395002663651,0.067703221158576,NA,NA
"ENSG00000203797",-0.351896260518885,-2.04854353097844,0.0428032999297228,0.0677985843837651,"DDO","D-aspartate oxidase"
"ENSG00000267666",0.351707011482676,2.04840692151677,0.0428169076262508,0.0678144363429723,NA,NA
"ENSG00000242220",0.43090312125075,2.04829322625637,0.0428282356596947,0.0678266753558074,"TCP10L","t-complex 10 like"
"ENSG00000229894",-0.320799928956496,-2.0476084388879,0.0428965187949711,0.0679291039895482,"GK3","glycerol kinase 3"
"ENSG00000141030",0.193534501746437,2.04739484633053,0.0429178361090908,0.0679571485772087,"COPS3","COP9 signalosome subunit 3"
"ENSG00000104903",-0.429058137123007,-2.04723469486763,0.0429338257589331,0.0679767532061508,"LYL1","LYL1 basic helix-loop-helix family member"
"ENSG00000111218",0.435302050516366,2.04710347503775,0.0429469306539352,0.0679860739209101,"PRMT8","protein arginine methyltransferase 8"
"ENSG00000143850",0.404636779417482,2.0471271582263,0.0429445651658773,0.0679860739209101,"PLEKHA6","pleckstrin homology domain containing A6"
"ENSG00000006555",-0.230629033575822,-2.04701403657699,0.0429558648161047,0.0679945031010655,"TTC22","tetratricopeptide repeat domain 22"
"ENSG00000274512",-0.307129126574438,-2.0468876094033,0.0429684965598657,0.0680087832460721,"TBC1D3","TBC1 domain family member 3"
"ENSG00000261449",-0.351346064129238,-2.04644181480939,0.0430130627133201,0.0680736012260375,NA,NA
"ENSG00000164181",0.411823148973859,2.04530622306588,0.0431267668766754,0.0682420860497952,"ELOVL7","ELOVL fatty acid elongase 7"
"ENSG00000082641",-0.146267983954958,-2.04530928490933,0.0431264599557078,0.0682420860497952,"NFE2L1","NFE2 like bZIP transcription factor 1"
"ENSG00000241772",-0.237726378403879,-2.04521619098815,0.0431357925806019,0.0682506350271609,NA,NA
"ENSG00000120645",0.368898589138291,2.04489269716939,0.0431682361406684,0.0682962318315202,"IQSEC3","IQ motif and Sec7 domain ArfGEF 3"
"ENSG00000279554",-0.298314009202222,-2.04470960341639,0.0431866080771038,0.0683195602079678,NA,NA
"ENSG00000211747",0.368600110694225,2.04440625744714,0.0432170610575671,0.0683619948108531,"TRBV20-1","T cell receptor beta variable 20-1"
"ENSG00000215256",0.229886349642527,2.04436935652009,0.0432207668051671,0.0683621162951922,"DHRS4-AS1","DHRS4 antisense RNA 1"
"ENSG00000284430",0.416430842781833,2.04343468129179,0.043314721612078,0.0685043533932276,NA,NA
"ENSG00000259583",0.359946278114776,2.04340242924691,0.0433179667491308,0.0685043533932276,"ALDH1A3-AS1","ALDH1A3 antisense RNA 1"
"ENSG00000261534",0.387100686610322,2.04329777294183,0.0433284984933272,0.0685152568301266,NA,NA
"ENSG00000168314",0.469296843263718,2.043208905012,0.0433374431469358,0.068523648984554,"MOBP","myelin associated oligodendrocyte basic protein"
"ENSG00000244575",-0.546088754785787,-2.04301373727494,0.0433570925392953,0.06854896426817,"IGKV1-27","immunoglobulin kappa variable 1-27"
"ENSG00000118508",0.244760900967052,2.04291418042911,0.0433671188108994,0.0685590621147804,"RAB32","RAB32, member RAS oncogene family"
"ENSG00000161649",0.420678164095093,2.04229824597485,0.0434291930943087,0.0686514340446914,"CD300LG","CD300 molecule like family member g"
"ENSG00000116299",-0.309433186864615,-2.0421052935616,0.0434486546040343,0.0686764352601777,"ELAPOR1","endosome-lysosome associated apoptosis and autophagy regulator 1"
"ENSG00000100478",0.205976107888374,2.0418761514999,0.0434717759589681,0.0687014526438793,"AP4S1","adaptor related protein complex 4 subunit sigma 1"
"ENSG00000134262",0.119502042796182,2.04188281202504,0.043471103736636,0.0687014526438793,"AP4B1","adaptor related protein complex 4 subunit beta 1"
"ENSG00000165416",-0.119497910535351,-2.04182345103713,0.0434770951367599,0.0687040951418743,"SUGT1","SGT1 assembly cochaperone of MIS12 kinetochore complex"
"ENSG00000126453",-0.212198656386953,-2.0404826915048,0.0436126085362952,0.0689124576083484,"BCL2L12","BCL2 like 12"
"ENSG00000237489",0.2888721367371,2.04012377563948,0.0436489461941575,0.0689640902797567,"C10orf143","chromosome 10 open reading frame 143"
"ENSG00000258609",0.42605102494149,2.03942929313078,0.0437193311373408,0.0690695035193917,"LINC-ROR","long intergenic non-protein coding RNA, regulator of reprogramming"
"ENSG00000280587",0.365243362677024,2.03909669123417,0.043753074305867,0.0691170158300983,"LINC01348","long intergenic non-protein coding RNA 1348"
"ENSG00000267439",-0.342983254543974,-2.03898520897389,0.043764389402899,0.0691290933734539,NA,NA
"ENSG00000075945",-0.223471511874113,-2.03825869228644,0.0438381898905967,0.0692398609171678,"KIFAP3","kinesin associated protein 3"
"ENSG00000135002",-0.232795073556632,-2.03813915156845,0.0438503431834791,0.0692532499069734,"RFK","riboflavin kinase"
"ENSG00000100104",0.188649572147343,2.03774001391433,0.0438909430150974,0.0693115587658987,"SRRD","SRR1 domain containing"
"ENSG00000253123",0.45704755929448,2.03756610170153,0.0439086432249499,0.0693278871068314,"LNCMB2","lncRNA MYC regulated medulloblastoma associated 2"
"ENSG00000246792",0.430262612799268,2.03759441680911,0.0439057609908527,0.0693278871068314,"LOC124906712","translation initiation factor IF-2"
"ENSG00000279262",0.462657689185475,2.03744060295057,0.0439214198655651,0.0693402415120588,NA,NA
"ENSG00000221988",0.299561071171358,2.03741693681881,0.0439238295978022,0.0693402415120588,"PPT2","palmitoyl-protein thioesterase 2"
"ENSG00000230528",0.400658810100734,2.03704327600787,0.0439618914711114,0.0693945124461871,NA,NA
"ENSG00000175193",0.173700860713762,2.03689339585626,0.0439771665034835,0.0694128079256491,"PARL","presenilin associated rhomboid like"
"ENSG00000126391",-0.221295681129768,-2.03653189868363,0.0440140271610044,0.0694651678668733,"FRMD8","FERM domain containing 8"
"ENSG00000148824",0.167498257932468,2.03540836100512,0.0441287592888957,0.069640409439911,"MTG1","mitochondrial ribosome associated GTPase 1"
"ENSG00000075035",0.436346461885647,2.03498661886764,0.0441718922441203,0.0696977202842647,"WSCD2","WSC domain containing 2"
"ENSG00000168676",0.420742135546878,2.0349809240709,0.0441724749163306,0.0696977202842647,"KCTD19","potassium channel tetramerization domain containing 19"
"ENSG00000228141",0.361112964341841,2.03475732530455,0.0441953579768742,0.0697279860610014,NA,NA
"ENSG00000259891",0.336503331305247,2.03436253521634,0.0442357854796082,0.0697859247018558,NA,NA
"ENSG00000149646",0.332261858708738,2.03391495015823,0.0442816575659297,0.0698524422397408,"CNBD2","cyclic nucleotide binding domain containing 2"
"ENSG00000238286",0.329899537967745,2.03362465544428,0.0443114310239275,0.0698935558593944,NA,NA
"ENSG00000149923",-0.185893935930677,-2.03340019753322,0.0443344638032293,0.069924031239554,"PPP4C","protein phosphatase 4 catalytic subunit"
"ENSG00000249896",0.395514720500991,2.03330460470307,0.044344276182278,0.0699336521324198,NA,NA
"ENSG00000164823",-0.251403415044833,-2.03291192256889,0.0443846035621992,0.0699911012912631,"OSGIN2","oxidative stress induced growth inhibitor family member 2"
"ENSG00000183666",0.230711631031005,2.03287755022434,0.0443881349998259,0.0699911012912631,NA,NA
"ENSG00000139173",0.333617477108563,2.03259948261012,0.0444167126857352,0.070025886166588,"TMEM117","transmembrane protein 117"
"ENSG00000131016",0.32770289848994,2.03259055953019,0.0444176299928103,0.070025886166588,"AKAP12","A-kinase anchoring protein 12"
"ENSG00000106524",-0.231370426811609,-2.03240107187408,0.0444371134550972,0.0700507400223532,"ANKMY2","ankyrin repeat and MYND domain containing 2"
"ENSG00000234066",0.333620043985374,2.03212714682072,0.0444652918378921,0.0700892952591592,"TAS2R62P","taste 2 receptor member 62, pseudogene"
"ENSG00000236609",0.343678567076152,2.03194370479684,0.0444841708653729,0.0701131869780702,"ZNF853","zinc finger protein 853"
"ENSG00000286185",-0.605944963724325,-2.03145954045482,0.044534031793023,0.0701859023606599,NA,NA
"ENSG00000263394",0.312217414495451,2.0307213078883,0.0446101495026314,0.070299982962236,NA,NA
"ENSG00000183734",0.373625884161552,2.03062876207806,0.0446196995588414,0.0703091510070643,"ASCL2","achaete-scute family bHLH transcription factor 2"
"ENSG00000286056",0.405320702815272,2.02948264332488,0.0447381155984764,0.070489847912688,NA,NA
"ENSG00000286169",0.441805138046894,2.02933278871649,0.0447536182884122,0.0704966480577327,NA,NA
"ENSG00000264954",0.353921797561884,2.02931713560543,0.0447552378916344,0.0704966480577327,"PRR29-AS1","PRR29 antisense RNA 1"
"ENSG00000128581",0.319537116835113,2.0292962351454,0.0447574005080414,0.0704966480577327,"IFT22","intraflagellar transport 22"
"ENSG00000277879",0.256560526988807,2.02938335915688,0.0447483861853589,0.0704966480577327,NA,NA
"ENSG00000198796",0.418833898414295,2.0291940012284,0.0447679801623302,0.0705074166288753,"ALPK2","alpha kinase 2"
"ENSG00000125531",0.375390102499502,2.02870869701283,0.0448182309179656,0.0705806582538569,"FNDC11","fibronectin type III domain containing 11"
"ENSG00000041982",0.394303256894398,2.02811351002152,0.0448799252683421,0.0706719077325945,"TNC","tenascin C"
"ENSG00000101115",0.423684185199247,2.02805904259367,0.0448855747343018,0.0706742789659789,"SALL4","spalt like transcription factor 4"
"ENSG00000185483",0.417644544683583,2.02802665346404,0.0448889344849738,0.0706742789659789,"ROR1","receptor tyrosine kinase like orphan receptor 1"
"ENSG00000188185",-0.231356880535675,-2.02751945984994,0.044941574124792,0.0707512429686472,NA,NA
"ENSG00000170634",-0.161118597920763,-2.02678291937478,0.0450181106794048,0.0708598904561019,"ACYP2","acylphosphatase 2"
"ENSG00000064313",-0.151171137184489,-2.02679077665562,0.0450172936139932,0.0708598904561019,"TAF2","TATA-box binding protein associated factor 2"
"ENSG00000108582",-0.233851257153358,-2.0265463843677,0.0450427134889497,0.0708926925143984,"CPD","carboxypeptidase D"
"ENSG00000279149",0.395449417893885,2.02648271573007,0.045049337841967,0.0708971951768567,NA,NA
"ENSG00000280721",0.270854116658976,2.02600111147023,0.0450994729396365,0.0709701671737425,"LINC01943","long intergenic non-protein coding RNA 1943"
"ENSG00000129245",0.196434974029297,2.02563814176259,0.0451372896477694,0.0710237439345707,"FXR2","FMR1 autosomal homolog 2"
"ENSG00000225840",0.47838943382604,2.02526289510654,0.0451764139272024,0.071079369043735,NA,NA
"ENSG00000173264",0.208275764239673,2.02499567539163,0.0452042926671547,0.0711172929066193,"GPR137","G protein-coupled receptor 137"
"ENSG00000170946",0.283319534946318,2.02491180143339,0.0452130461747679,0.0711251243290419,"DNAJC24","DnaJ heat shock protein family (Hsp40) member C24"
"ENSG00000185345",0.37930572099529,2.0247358395991,0.0452314151406309,0.0711308507388513,"PRKN","parkin RBR E3 ubiquitin protein ligase"
"ENSG00000134463",-0.368510640719285,-2.02481595976642,0.0452230504649621,0.0711308507388513,"ECHDC3","enoyl-CoA hydratase domain containing 3"
"ENSG00000279267",0.346527897335443,2.02473224884568,0.0452317900520597,0.0711308507388513,NA,NA
"ENSG00000102910",-0.144376065977831,-2.0247731759069,0.0452275170050168,0.0711308507388513,"LONP2","lon peptidase 2, peroxisomal"
"ENSG00000158008",0.394177081071236,2.02460484121852,0.0452450944310871,0.0711398955757298,"EXTL1","exostosin like glycosyltransferase 1"
"ENSG00000237336",-0.288999334012681,-2.02460561442685,0.0452450136797134,0.0711398955757298,NA,NA
"ENSG00000134184",0.358060091806922,2.02416703545353,0.045290837218619,0.0712058747725209,"GSTM1","glutathione S-transferase mu 1"
"ENSG00000271383",-0.171111082590612,-2.02394550242741,0.0453139984602092,0.0712363434026055,"NBPF19","NBPF member 19"
"ENSG00000078114",0.382253131156729,2.02320831238546,0.0453911444090404,0.0713516670875753,"NEBL","nebulette"
