"Gene","logFC","t_statistic","P.Value","FDR","SYMBOL","GENENAME"
"ENSG00000175198",-0.245241429794016,-2.02311853930298,0.0454005466980435,0.071360492173362,"PCCA","propionyl-CoA carboxylase subunit alpha"
"ENSG00000280080",0.344966195450401,2.02285541255972,0.0454281145814236,0.0713978660507974,"TBC1D22A-AS1","TBC1D22A antisense RNA 1"
"ENSG00000125534",0.308645827535001,2.0227008252604,0.0454443174131684,0.0714173731066377,"PPDPF","pancreatic progenitor cell differentiation and proliferation factor"
"ENSG00000122965",0.193579959843014,2.02240808921379,0.0454750136154266,0.071459651859143,"RBM19","RNA binding motif protein 19"
"ENSG00000263465",0.264549737152916,2.02208192696103,0.0455092357288125,0.0715074637300333,"SRSF8","serine and arginine rich splicing factor 8"
"ENSG00000158163",0.343470258887588,2.02194488993493,0.0455236207040518,0.0715241006524544,"DZIP1L","DAZ interacting zinc finger protein 1 like"
"ENSG00000169258",0.406614056227589,2.02155605516062,0.0455644583916764,0.0715713192832777,"GPRIN1","G protein regulated inducer of neurite outgrowth 1"
"ENSG00000139625",0.196057363111798,2.02155021203266,0.0455650723093932,0.0715713192832777,"MAP3K12","mitogen-activated protein kinase kinase kinase 12"
"ENSG00000011523",-0.150367103203142,-2.0215756078063,0.0455624041125987,0.0715713192832777,"CEP68","centrosomal protein 68"
"ENSG00000131051",-0.173770832156925,-2.02145911166043,0.0455746448311973,0.0715803868042433,"RBM39","RNA binding motif protein 39"
"ENSG00000255284",0.284792449228974,2.02133375279466,0.0455878199275263,0.0715951106123168,"GATD1-DT","GATD1 divergent transcript"
"ENSG00000279476",-0.273230032150977,-2.02127302736072,0.0455942032813119,0.071599166506615,NA,NA
"ENSG00000261604",0.397721404314175,2.02114811244776,0.0456073365227715,0.0716079978720521,NA,NA
"ENSG00000189362",0.240288189230537,2.02114722743644,0.045607429582168,0.0716079978720521,"NEMP2","nuclear envelope integral membrane protein 2"
"ENSG00000198590",0.227719285281258,2.02108341085965,0.0456141403554667,0.0716125657151663,"APRG1","APRG1 tumor suppressor candidate"
"ENSG00000197381",0.225291433134037,2.02096844947802,0.0456262315010198,0.0716255790846843,"ADARB1","adenosine deaminase RNA specific B1"
"ENSG00000169045",0.232400867414773,2.02089546088401,0.0456339095486075,0.0716316630344695,"HNRNPH1","heterogeneous nuclear ribonucleoprotein H1"
"ENSG00000013523",0.252904432576027,2.02067519347957,0.0456570873034633,0.071662073872908,"ANGEL1","angel homolog 1"
"ENSG00000287756",0.446463526710233,2.02046880569321,0.0456788136871729,0.0716902018027963,NA,NA
"ENSG00000173546",0.379167875823014,2.02033582866759,0.0456928168156343,0.0717002318344788,"CSPG4","chondroitin sulfate proteoglycan 4"
"ENSG00000101911",-0.227880119469865,-2.02034958630014,0.0456913678999898,0.0717002318344788,"PRPS2","phosphoribosyl pyrophosphate synthetase 2"
"ENSG00000105497",0.347328249643971,2.02013770838019,0.0457136866437697,0.0717270055801544,"ZNF175","zinc finger protein 175"
"ENSG00000100292",-0.229935621589098,-2.0200710166958,0.0457207137212629,0.0717320567236737,"HMOX1","heme oxygenase 1"
"ENSG00000173418",-0.214277079628123,-2.02002304467506,0.0457257689411938,0.0717340136004505,"NAA20","N-alpha-acetyltransferase 20, NatB catalytic subunit"
"ENSG00000108604",-0.130827172344525,-2.01950203932323,0.0457807024442106,0.0718142120612906,"SMARCD2","SWI/SNF related BAF chromatin remodeling complex subunit D2"
"ENSG00000287197",0.433238219762396,2.01829134714933,0.0459085723814188,0.0720087998768666,NA,NA
"ENSG00000119684",0.231394152506008,2.01810055546831,0.0459287510440752,0.0720344527656556,"MLH3","mutL homolog 3"
"ENSG00000117643",0.332789497963476,2.01774700874495,0.0459661631450001,0.0720871279824769,"MAN1C1","mannosidase alpha class 1C member 1"
"ENSG00000110841",0.32377435978604,2.01762583477269,0.0459789916844082,0.0721012440981338,"PPFIBP1","PPFIB scaffold protein 1"
"ENSG00000253719",-0.191665366950107,-2.01754501619643,0.0459875495460104,0.072108661423984,"ATXN7L3B","ataxin 7 like 3B"
"ENSG00000225194",0.379558515658139,2.017066166221,0.0460382827570232,0.0721774597193168,"LINC00092","long intergenic non-protein coding RNA 92"
"ENSG00000250067",-0.337329543751591,-2.01705856135906,0.046039088862263,0.0721774597193168,"YJEFN3","YjeF N-terminal domain containing 3"
"ENSG00000111670",-0.132989952201721,-2.0169188969671,0.0460538952436685,0.0721946641091976,"GNPTAB","N-acetylglucosamine-1-phosphate transferase subunits alpha and beta"
"ENSG00000136875",-0.214330160521399,-2.01683965894948,0.0460622973896008,0.0722018271114411,"PRPF4","pre-mRNA splicing tri-snRNP complex factor PRPF4"
"ENSG00000150433",-0.190396137967563,-2.016547987474,0.0460932365694592,0.0722443123800209,"TMEM218","transmembrane protein 218"
"ENSG00000183060",0.210724009864815,2.01649138213249,0.0460992430600127,0.0722477155378136,"LYSMD4","LysM domain containing 4"
"ENSG00000185798",-0.231534190136323,-2.01553271660703,0.0462010701925101,0.0724012777877469,"WDR53","WD repeat domain 53"
"ENSG00000171530",0.169285316452867,2.01546948077078,0.0462077936911006,0.0724057908461947,"TBCA","tubulin folding cofactor A"
"ENSG00000141580",0.180790453716767,2.01540747096727,0.0462143876433782,0.0724101001768243,"WDR45B","WD repeat domain 45B"
"ENSG00000066230",0.314392867567902,2.01519643757167,0.0462368343705134,0.0724392453319804,"SLC9A3","solute carrier family 9 member A3"
"ENSG00000174944",-0.41164056403839,-2.01508370212988,0.0462488293723087,0.0724520122840376,"P2RY14","purinergic receptor P2Y14"
"ENSG00000285581",0.380540309635309,2.01485355306706,0.046273325374014,0.0724843591714348,NA,NA
"ENSG00000239951",-0.387700933388379,-2.01441937658992,0.0463195672459775,0.0725507614350814,"IGKV3-20","immunoglobulin kappa variable 3-20"
"ENSG00000145949",0.42509266618688,2.01424016317165,0.0463386658226277,0.0725746414006203,"MYLK4","myosin light chain kinase family member 4"
"ENSG00000049192",0.353744863371853,2.01415680099025,0.0463475519272465,0.0725825241670521,"ADAMTS6","ADAM metallopeptidase with thrombospondin type 1 motif 6"
"ENSG00000286063",0.399169380534754,2.01386174861258,0.0463790151128112,0.0726186925082944,NA,NA
"ENSG00000272483",0.300645074365646,2.01383177940807,0.0463822119258838,0.0726186925082944,NA,NA
"ENSG00000114026",0.140499158204637,2.01384158707496,0.0463811657220125,0.0726186925082944,"OGG1","8-oxoguanine DNA glycosylase"
"ENSG00000164118",0.168903904315229,2.01378731466992,0.046386955322874,0.0726200834681543,"CEP44","centrosomal protein 44"
"ENSG00000142188",-0.160541859142691,-2.0136116704586,0.0464056966929296,0.0726433865964275,"TMEM50B","transmembrane protein 50B"
"ENSG00000181544",0.216369349836552,2.0135261611888,0.0464148229338043,0.0726516355984217,"FANCB","FA complementation group B"
"ENSG00000170075",0.250454714266339,2.01291499861141,0.0464800957289656,0.0727417166521769,"GPR37L1","G protein-coupled receptor 37 like 1"
"ENSG00000167842",-0.220745694643384,-2.01293305664938,0.0464781659900236,0.0727417166521769,"MIS12","MIS12 kinetochore complex component"
"ENSG00000063854",0.136172893662227,2.01232017088117,0.0465436991057317,0.0728352054954123,"HAGH","hydroxyacylglutathione hydrolase"
"ENSG00000171574",0.303212275961041,2.01214872486731,0.0465620451546251,0.0728578624987812,"ZNF584","zinc finger protein 584"
"ENSG00000129422",0.362105237823833,2.01181557797433,0.0465977120822986,0.0729076162962077,"MTUS1","microtubule associated scaffold protein 1"
"ENSG00000138617",-0.207277820654,-2.01119856738586,0.0466638311806179,0.0730050038850992,"PARP16","poly(ADP-ribose) polymerase family member 16"
"ENSG00000249816",0.403248365388504,2.01107580808574,0.0466769956527955,0.0730195353020562,"LINC00964","long intergenic non-protein coding RNA 964"
"ENSG00000178449",0.159178468989624,2.01098075766774,0.0466871908526272,0.0730294196862735,"COX14","cytochrome c oxidase assembly factor COX14"
"ENSG00000103152",0.163538016955449,2.01087738458728,0.0466982809046305,0.0730407020658776,"MPG","N-methylpurine DNA glycosylase"
"ENSG00000262468",0.341101621405088,2.01071302386361,0.0467159184467003,0.0730622226400117,"LINC01569","long intergenic non-protein coding RNA 1569"
"ENSG00000286460",0.356533976240431,2.01057682211349,0.0467305385538253,0.0730790208597842,NA,NA
"ENSG00000258634",0.189962236854157,2.01026121426559,0.0467644313837954,0.0731259532172274,NA,NA
"ENSG00000271361",-0.344657332404029,-2.01012758998046,0.0467787874840114,0.073142330563065,NA,NA
"ENSG00000227811",-0.344504085212237,-2.00990457608349,0.0468027556428281,0.0731676606472693,"INKA2-AS1","INKA2 antisense RNA 1"
"ENSG00000137513",-0.31076893899826,-2.00990484938679,0.046802726263468,0.0731676606472693,"NARS2","asparaginyl-tRNA synthetase 2, mitochondrial"
"ENSG00000183160",-0.268406860493331,-2.00959846559762,0.046835671558483,0.0732114956637569,"TMEM119","transmembrane protein 119"
"ENSG00000126461",0.248306263888377,2.00957153726807,0.0468385680931945,0.0732114956637569,"SCAF1","SR-related CTD associated factor 1"
"ENSG00000205809",-0.364076735670283,-2.00925716820194,0.046872394372335,0.0732582896528704,"KLRC2","killer cell lectin like receptor C2"
"ENSG00000135637",-0.125764667296712,-2.00889766769713,0.0469111023405336,0.0733127049851478,"CCDC142","coiled-coil domain containing 142"
"ENSG00000128567",-0.280597511408181,-2.00857878243615,0.0469454600051864,0.0733555405797172,"PODXL","podocalyxin like"
"ENSG00000009335",0.120124796306903,2.00857098971729,0.046946299884758,0.0733555405797172,"UBE3C","ubiquitin protein ligase E3C"
"ENSG00000119699",0.373478132473325,2.00846693043793,0.0469575163587718,0.0733669812695151,"TGFB3","transforming growth factor beta 3"
"ENSG00000253656",0.440190929541893,2.00816511824415,0.0469900613970701,0.0734117413002161,NA,NA
"ENSG00000188000",0.397596276279162,2.00807949566452,0.0469992977585076,0.0734200821937777,"OR7D2","olfactory receptor family 7 subfamily D member 2"
"ENSG00000133265",0.250868592125216,2.0078051238737,0.0470289054816961,0.0734602422441286,"HSPBP1","HSPA (Hsp70) binding protein 1"
"ENSG00000186665",-0.272764950335382,-2.00753312756283,0.0470582725545381,0.0735000197647283,"C17orf58","chromosome 17 open reading frame 58"
"ENSG00000280392",0.344872022325393,2.00689479034289,0.0471272543461257,0.0736016595400693,NA,NA
"ENSG00000090686",-0.13809860911028,-2.0066631919423,0.047152303279764,0.0736346753862384,"USP48","ubiquitin specific peptidase 48"
"ENSG00000268043",0.101660309132815,2.00657276068332,0.0471620871117587,0.0736438492217598,"NBPF12","NBPF member 12"
"ENSG00000184305",0.352883012486822,2.00648939560446,0.0471711079804216,0.0736518302640019,"CCSER1","coiled-coil serine rich protein 1"
"ENSG00000259726",0.431983111893796,2.00631603475391,0.0471898719280552,0.0736750213310711,NA,NA
"ENSG00000248769",-0.437115790177779,-2.0057730685431,0.0472486817775505,0.0737607248964529,NA,NA
"ENSG00000281991",-0.370656729577862,-2.00525038985748,0.047305353224987,0.0738308404351537,"TMEM265","transmembrane protein 265"
"ENSG00000162496",-0.254688730941183,-2.00528737746389,0.0473013409396147,0.0738308404351537,"DHRS3","dehydrogenase/reductase 3"
"ENSG00000277053",0.164964218787255,2.00528209511028,0.047301913932995,0.0738308404351537,NA,NA
"ENSG00000143621",0.162641850160982,2.00494017675492,0.0473390154669925,0.0738772573413308,"ILF2","interleukin enhancer binding factor 2"
"ENSG00000246379",0.354851017670518,2.00441761037555,0.047395767007385,0.0739538140523662,"GNAO1-DT","GNAO1 divergent transcript"
"ENSG00000102804",-0.22274229437309,-2.00441617494044,0.0473959229777162,0.0739538140523662,"TSC22D1","TSC22 domain family member 1"
"ENSG00000078674",-0.122514733085202,-2.00417914603046,0.0474216838691986,0.0739878814583372,"PCM1","pericentriolar material 1"
"ENSG00000154678",0.397893934860597,2.00405581974844,0.0474350919934538,0.0740026718817957,"PDE1C","phosphodiesterase 1C"
"ENSG00000141314",0.425068845361542,2.00398290292056,0.0474430210838998,0.0740089128170341,"RHBDL3","rhomboid like 3"
"ENSG00000214456",0.242444397554431,2.00393180854035,0.0474485778398804,0.0740114522934228,"PLIN5","perilipin 5"
"ENSG00000053702",0.324020069097407,2.00366557419565,0.0474775410587626,0.0740504982997987,"NRIP2","nuclear receptor interacting protein 2"
"ENSG00000041353",0.267112386610145,2.0036066440339,0.0474839540144901,0.0740543692130942,"RAB27B","RAB27B, member RAS oncogene family"
"ENSG00000261556",0.320693431218821,2.00334434901121,0.047512506692407,0.0740927649893678,"SMG1P7","SMG1 pseudogene 7"
"ENSG00000152270",-0.137704024372585,-2.00273047430114,0.0475793884934232,0.0741909213176977,"PDE3B","phosphodiesterase 3B"
"ENSG00000135063",0.468215315302504,2.00259620744685,0.0475940275836132,0.0742076056629785,"ENTREP1","endosomal transmembrane epsin interactor 1"
"ENSG00000204044",0.33388499591502,2.00235904486924,0.0476198947486087,0.074241792375593,"SLC12A5-AS1","SLC12A5 and MMP9 antisense RNA 1"
"ENSG00000258365",-0.253461008702675,-2.00229602701331,0.0476267700776279,0.0742463666602412,NA,NA
"ENSG00000145244",0.389345011928275,2.00188592468514,0.0476715334257311,0.0743099997247764,"CORIN","corin, serine peptidase"
"ENSG00000119977",-0.301399582836784,-2.00175880324469,0.0476854162144413,0.074325489876522,"TCTN3","tectonic family member 3"
"ENSG00000197632",0.417151941050447,2.00145024926154,0.0477191273683303,0.0743646926060596,"SERPINB2","serpin family B member 2"
"ENSG00000261369",-0.246942593911334,-2.00147260589367,0.0477166841062364,0.0743646926060596,NA,NA
"ENSG00000134287",-0.109782246132698,-2.00142020912934,0.0477224104955226,0.0743646926060596,"ARF3","ARF GTPase 3"
"ENSG00000185787",0.12793520737035,2.00128514596662,0.0477371741104967,0.0743815455660494,"MORF4L1","mortality factor 4 like 1"
"ENSG00000280385",0.27785480119756,2.00097218493228,0.0477713985075147,0.0744287159940916,NA,NA
"ENSG00000154240",0.323176221469364,2.00065519843482,0.0478060844139298,0.0744765976008609,"CEP112","centrosomal protein 112"
"ENSG00000005189",0.328343686808441,2.0002274414569,0.0478529252565706,0.0745434057705513,"REXO5","RNA exonuclease 5"
"ENSG00000232852",0.396229909057484,2.00005867899805,0.0478714160669816,0.0745660439779891,NA,NA
"ENSG00000183762",-0.25152221668036,-1.99969202505976,0.0479116102382471,0.0746224814938485,"KREMEN1","kringle containing transmembrane protein 1"
"ENSG00000258301",0.382883870871699,1.99868768653594,0.0480218573046439,0.0747871658129492,NA,NA
"ENSG00000215271",-0.282927959829802,-1.99865608349234,0.0480253298987608,0.0747871658129492,NA,NA
"ENSG00000003147",0.259863093589805,1.99862035194686,0.0480292563969136,0.0747871658129492,"ICA1","islet cell autoantigen 1"
"ENSG00000170903",-0.222368431142866,-1.99842324526624,0.0480509211342052,0.0748147162844993,"MSANTD4","Myb/SANT DNA binding domain containing 4 with coiled-coils"
"ENSG00000147669",-0.243732620452685,-1.99827331898589,0.0480674056662813,0.0748341973505295,"POLR2K","RNA polymerase II, I and III subunit K"
"ENSG00000006282",0.232426994947991,1.99774911366136,0.0481250803716848,0.0749177972102966,"SPATA20","spermatogenesis associated 20"
"ENSG00000211660",-0.510920753007038,-1.997689011675,0.0481316967424217,0.0749219057373774,"IGLV2-23","immunoglobulin lambda variable 2-23"
"ENSG00000268089",0.416728228137168,1.99762300530231,0.0481389639939519,0.0749270266643035,"GABRQ","gamma-aminobutyric acid type A receptor subunit theta"
"ENSG00000170927",0.422688002536632,1.9973606613398,0.0481678570992459,0.0749658040346657,"PKHD1","PKHD1 ciliary IPT domain containing fibrocystin/polyductin"
"ENSG00000165678",-0.24199952635515,-1.99688986410303,0.0482197451043946,0.0750403600393709,"GHITM","growth hormone inducible transmembrane protein"
"ENSG00000180785",0.433816034893148,1.99666443064288,0.0482446076561569,0.0750728497461328,"OR51E1","olfactory receptor family 51 subfamily E member 1"
"ENSG00000185739",0.435411565311657,1.99551647050451,0.0483713829202309,0.0752639061246641,"SRL","sarcalumenin"
"ENSG00000218018",0.297891091651904,1.99545198470522,0.048378512827778,0.0752687830070765,NA,NA
"ENSG00000133739",-0.323697957137695,-1.99430817866656,0.0485051270608043,0.0754595411323339,"LRRCC1","leucine rich repeat and coiled-coil centrosomal protein 1"
"ENSG00000240875",0.339535041183734,1.9940831967017,0.0485300647180703,0.0754921023252691,NA,NA
"ENSG00000183604",-0.28077985212884,-1.99366485168083,0.0485764643024307,0.0755580409981991,NA,NA
"ENSG00000223768",0.227948959753981,1.99341962570777,0.0486036804080027,0.0755941323915088,"LINC00205","long intergenic non-protein coding RNA 205"
"ENSG00000230000",0.462402386635395,1.99326850072651,0.0486204592898706,0.0756091870037572,"LOC100287704","uncharacterized LOC100287704"
"ENSG00000113739",0.388052157949127,1.9932240015779,0.0486254008148698,0.0756091870037572,"STC2","stanniocalcin 2"
"ENSG00000160867",-0.324421857770112,-1.99325412021854,0.0486220561644749,0.0756091870037572,"FGFR4","fibroblast growth factor receptor 4"
"ENSG00000165506",-0.246727376925727,-1.99317384043451,0.0486309716032499,0.0756116080440758,"DNAAF2","dynein axonemal assembly factor 2"
"ENSG00000128203",0.217197952264447,1.9926050817982,0.0486941747009904,0.0757036282097266,"ASPHD2","aspartate beta-hydroxylase domain containing 2"
"ENSG00000169249",-0.214504956580823,-1.99222494472757,0.0487364562434063,0.0757631096479029,"ZRSR2","zinc finger CCCH-type, RNA binding motif and serine/arginine rich 2"
