"feature","factor","value","view"
"OID20567","Factor12",-0.00246541318483651,"Protein"
"OID20647","Factor12",-0.000868155620992184,"Protein"
"OID20968","Factor12",0.000416288414271548,"Protein"
"OID20383","Factor12",-0.00622197007760406,"Protein"
"OID21036","Factor12",-0.00223478861153126,"Protein"
"OID20978","Factor12",0.000937883683945984,"Protein"
"OID20327","Factor12",0.0013819799060002,"Protein"
"OID20958","Factor12",0.000135058886371553,"Protein"
"OID20252","Factor12",-0.000263204477960244,"Protein"
"OID20642","Factor12",-0.000685861567035317,"Protein"
"OID20205","Factor12",-0.000579086306970567,"Protein"
"OID21248","Factor12",5.86908572586253e-06,"Protein"
"OID21150","Factor12",-0.000311459822114557,"Protein"
"OID21111","Factor12",5.62426721444353e-05,"Protein"
"OID21121","Factor12",-0.000169717401149683,"Protein"
"OID20295","Factor12",0.000114968912384938,"Protein"
"OID21281","Factor12",-0.00291242706589401,"Protein"
"OID20650","Factor12",0.000211752078030258,"Protein"
"OID20895","Factor12",0.00205548666417599,"Protein"
"OID20459","Factor12",-0.000177345224074088,"Protein"
"OID21457","Factor12",-7.48698585084639e-05,"Protein"
"OID20485","Factor12",0.000786116695962846,"Protein"
"OID20786","Factor12",-0.000809980556368828,"Protein"
"OID20859","Factor12",-0.000531424884684384,"Protein"
"OID20298","Factor12",-6.01369938522112e-05,"Protein"
"OID21142","Factor12",0.00210221926681697,"Protein"
"OID20744","Factor12",-5.97934667894151e-05,"Protein"
"OID20400","Factor12",-0.00103608227800578,"Protein"
"OID20344","Factor12",0.00221211835741997,"Protein"
"OID20107","Factor12",0.000511562102474272,"Protein"
"OID20762","Factor12",-0.000203533985768445,"Protein"
"OID21128","Factor12",-0.000442185177234933,"Protein"
"OID21313","Factor12",-9.20748061616905e-05,"Protein"
"OID20985","Factor12",0.000163071454153396,"Protein"
"OID21021","Factor12",-0.000436198402894661,"Protein"
"OID21513","Factor12",-0.000208576355362311,"Protein"
"OID21486","Factor12",0.00152481300756335,"Protein"
"OID20992","Factor12",-0.00018620390619617,"Protein"
"OID20508","Factor12",1.24271300592227e-05,"Protein"
"OID20276","Factor12",-0.000843783724121749,"Protein"
"OID20975","Factor12",0.000368704699212685,"Protein"
"OID21125","Factor12",-0.000452979380497709,"Protein"
"OID21448","Factor12",-0.000464013195596635,"Protein"
"OID21477","Factor12",0.00346638332121074,"Protein"
"OID21372","Factor12",-0.00017024835688062,"Protein"
"OID20759","Factor12",0.00131724111270159,"Protein"
"OID21066","Factor12",4.47123966296203e-05,"Protein"
"OID20536","Factor12",0.00044926381087862,"Protein"
"OID21198","Factor12",-0.000324753986205906,"Protein"
"OID21427","Factor12",0.000780639995355159,"Protein"
"OID21075","Factor12",-0.000803205126430839,"Protein"
"OID20886","Factor12",0.000679587828926742,"Protein"
"OID20674","Factor12",-0.000161705349455588,"Protein"
"OID21034","Factor12",0.000892614130862057,"Protein"
"OID20749","Factor12",-0.000787108903750777,"Protein"
"OID21328","Factor12",-0.000593613192904741,"Protein"
"OID20722","Factor12",0.0013220829423517,"Protein"
"OID20617","Factor12",-0.00267545459792018,"Protein"
"OID21463","Factor12",0.00115463032852858,"Protein"
"OID20226","Factor12",-0.000136008922709152,"Protein"
"OID20561","Factor12",0.00131371687166393,"Protein"
"OID21141","Factor12",-0.000207297809538431,"Protein"
"OID20474","Factor12",-0.00132653198670596,"Protein"
"OID20999","Factor12",0.00305560138076544,"Protein"
"OID21304","Factor12",0.00322407437488437,"Protein"
"OID20552","Factor12",0.00110808748286217,"Protein"
"OID20961","Factor12",0.000252872880082577,"Protein"
"OID20197","Factor12",0.00108570302836597,"Protein"
"OID21481","Factor12",-0.00137133349198848,"Protein"
"OID21431","Factor12",-0.00185916863847524,"Protein"
"OID20408","Factor12",0.00191517639905214,"Protein"
"OID20478","Factor12",0.000497716246172786,"Protein"
"OID20782","Factor12",-0.000448545848485082,"Protein"
"OID20392","Factor12",0.00216633547097445,"Protein"
"OID20368","Factor12",0.000893854652531445,"Protein"
"OID20425","Factor12",-0.00014018926594872,"Protein"
"OID20522","Factor12",0.000194120817468502,"Protein"
"OID21112","Factor12",-0.00167389516718686,"Protein"
"OID21522","Factor12",1.05318576970603e-05,"Protein"
"OID20286","Factor12",-0.000914977863430977,"Protein"
"OID20293","Factor12",0.000205097778234631,"Protein"
"OID20966","Factor12",0.00278537697158754,"Protein"
"OID20308","Factor12",0.000521461653988808,"Protein"
"OID20743","Factor12",-0.000555268838070333,"Protein"
"OID21259","Factor12",0.000812388607300818,"Protein"
"OID20496","Factor12",-0.000266847404418513,"Protein"
"OID20839","Factor12",0.00136897503398359,"Protein"
"OID21040","Factor12",-0.00270305876620114,"Protein"
"OID21244","Factor12",0.0011532015632838,"Protein"
"OID20641","Factor12",-0.00190464942716062,"Protein"
"OID20783","Factor12",0.00161339098121971,"Protein"
"OID21445","Factor12",-0.000700276345014572,"Protein"
"OID20955","Factor12",0.00138773687649518,"Protein"
"OID21310","Factor12",9.06476634554565e-05,"Protein"
"OID20996","Factor12",-0.000316950725391507,"Protein"
"OID20543","Factor12",0.000595747027546167,"Protein"
"OID20669","Factor12",-0.000799976231064647,"Protein"
"OID20587","Factor12",0.000473200430860743,"Protein"
"OID20379","Factor12",0.00283169979229569,"Protein"
"OID20217","Factor12",0.00165400770492852,"Protein"
"OID20505","Factor12",-0.00250758486799896,"Protein"
"OID20085","Factor12",-0.00257137813605368,"Protein"
"OID20973","Factor12",-0.00355877471156418,"Protein"
"OID20979","Factor12",0.000484818243421614,"Protein"
"OID20666","Factor12",-0.00184360879939049,"Protein"
"OID20570","Factor12",0.000419144809711725,"Protein"
"OID21041","Factor12",0.0003052789834328,"Protein"
"OID21501","Factor12",0.00324682495556772,"Protein"
"OID20963","Factor12",0.000210897240322083,"Protein"
"OID21342","Factor12",-0.000277179176919162,"Protein"
"OID20144","Factor12",0.00259169656783342,"Protein"
"OID20887","Factor12",0.00262267072685063,"Protein"
"OID21454","Factor12",-7.67991223256104e-05,"Protein"
"OID20854","Factor12",-0.00229662097990513,"Protein"
"OID21087","Factor12",0.00235931179486215,"Protein"
"OID20294","Factor12",-0.00113383342977613,"Protein"
"OID20398","Factor12",0.000291863339953125,"Protein"
"OID21444","Factor12",0.000323456071782857,"Protein"
"OID20630","Factor12",-1.03252950793831e-05,"Protein"
"OID20247","Factor12",0.00112395163159817,"Protein"
"OID20378","Factor12",-0.0010926325339824,"Protein"
"OID21295","Factor12",0.00115116452798247,"Protein"
"OID21193","Factor12",4.88873702124692e-05,"Protein"
"OID20912","Factor12",-0.000196431356016546,"Protein"
"OID21026","Factor12",0.000282274675555527,"Protein"
"OID20620","Factor12",0.00228212447836995,"Protein"
"OID21179","Factor12",0.00198427517898381,"Protein"
"OID20510","Factor12",-0.00153063191100955,"Protein"
"OID20653","Factor12",-0.000313992379233241,"Protein"
"OID20980","Factor12",-2.4045582904364e-05,"Protein"
"OID20655","Factor12",0.000166751866345294,"Protein"
"OID20623","Factor12",-0.00106390088330954,"Protein"
"OID20572","Factor12",-0.000885099812876433,"Protein"
"OID20413","Factor12",-0.00222995225340128,"Protein"
"OID20686","Factor12",-5.3970576118445e-05,"Protein"
"OID21133","Factor12",-0.00102009112015367,"Protein"
"OID20695","Factor12",-0.00115974061191082,"Protein"
"OID21246","Factor12",0.00122185307554901,"Protein"
"OID21215","Factor12",-0.000737608526833355,"Protein"
"OID21129","Factor12",0.000818454835098237,"Protein"
"OID21324","Factor12",-0.00106726679950953,"Protein"
"OID20234","Factor12",0.00030496998806484,"Protein"
"OID20324","Factor12",1.73498865478905e-05,"Protein"
"OID21086","Factor12",-0.000280568230664358,"Protein"
"OID21015","Factor12",0.000451938307378441,"Protein"
"OID20870","Factor12",0.000838058069348335,"Protein"
"OID20355","Factor12",0.000694423564709723,"Protein"
"OID21068","Factor12",0.000299448583973572,"Protein"
"OID20691","Factor12",-0.00052392715588212,"Protein"
"OID21050","Factor12",-0.00201613293029368,"Protein"
"OID20622","Factor12",8.9079090685118e-05,"Protein"
"OID20962","Factor12",-0.000817539636045694,"Protein"
"OID20604","Factor12",-0.00216983002610505,"Protein"
"OID20404","Factor12",-0.000596109428443015,"Protein"
"OID20223","Factor12",0.000459156435681507,"Protein"
"OID20534","Factor12",-2.2886006263434e-05,"Protein"
"OID20106","Factor12",-8.59142746776342e-05,"Protein"
"OID20222","Factor12",0.00209194142371416,"Protein"
"OID20259","Factor12",0.000500248861499131,"Protein"
"OID20766","Factor12",0.000530915858689696,"Protein"
"OID20216","Factor12",0.00018973127589561,"Protein"
"OID20339","Factor12",4.41498377767857e-05,"Protein"
"OID20232","Factor12",0.000535119383130223,"Protein"
"OID20739","Factor12",-0.000409888860303909,"Protein"
"OID20328","Factor12",-0.000948524801060557,"Protein"
"OID20768","Factor12",-0.000431428488809615,"Protein"
"OID20195","Factor12",-0.000800595444161445,"Protein"
"OID20445","Factor12",0.000637269346043468,"Protein"
"OID20108","Factor12",-0.000148356979480013,"Protein"
"OID20500","Factor12",-0.00106017582584172,"Protein"
"OID21145","Factor12",0.000698186573572457,"Protein"
"OID21216","Factor12",0.000865102629177272,"Protein"
"OID20731","Factor12",-0.000363705970812589,"Protein"
"OID20658","Factor12",0.000473204330774024,"Protein"
"OID20967","Factor12",-0.00256755575537682,"Protein"
"OID21235","Factor12",2.1214718799456e-05,"Protein"
"OID21103","Factor12",-0.000954916700720787,"Protein"
"OID21005","Factor12",0.000259208027273417,"Protein"
"OID21397","Factor12",0.000774222135078162,"Protein"
"OID20151","Factor12",-0.000782273069489747,"Protein"
"OID21490","Factor12",0.00122816069051623,"Protein"
"OID20832","Factor12",-0.00132412172388285,"Protein"
"OID21493","Factor12",-0.0019076548051089,"Protein"
"OID21037","Factor12",-0.000397912634070963,"Protein"
"OID21229","Factor12",0.000977755407802761,"Protein"
"OID20926","Factor12",0.00252158590592444,"Protein"
"OID21247","Factor12",0.000822898175101727,"Protein"
"OID21083","Factor12",0.00096207985188812,"Protein"
"OID20753","Factor12",0.000392951478715986,"Protein"
"OID20338","Factor12",0.00115908496081829,"Protein"
"OID21192","Factor12",-0.00215433863922954,"Protein"
"OID21160","Factor12",-0.00113205739762634,"Protein"
"OID21218","Factor12",0.00022102938964963,"Protein"
"OID20375","Factor12",-8.8500433776062e-05,"Protein"
"OID20079","Factor12",0.000204423209652305,"Protein"
"OID21053","Factor12",-0.000496552442200482,"Protein"
"OID20919","Factor12",0.00204970128834248,"Protein"
"OID20171","Factor12",-0.000296042271656916,"Protein"
"OID20693","Factor12",-0.00018985579663422,"Protein"
"OID20600","Factor12",-0.00176461006049067,"Protein"
"OID20484","Factor12",0.00180306483525783,"Protein"
"OID21058","Factor12",-0.00212125456891954,"Protein"
"OID20638","Factor12",-0.000242379057453945,"Protein"
"OID21132","Factor12",-0.00241146748885512,"Protein"
"OID20823","Factor12",-0.00103391730226576,"Protein"
"OID20917","Factor12",-0.00127560133114457,"Protein"
"OID20780","Factor12",-0.00140107772313058,"Protein"
"OID21384","Factor12",-0.000622074352577329,"Protein"
"OID21441","Factor12",-0.000844981055706739,"Protein"
"OID20751","Factor12",0.000662959355395287,"Protein"
"OID21064","Factor12",-0.000998625531792641,"Protein"
"OID21110","Factor12",-0.00154936301987618,"Protein"
"OID20827","Factor12",0.000644685118459165,"Protein"
"OID21185","Factor12",0.000745890953112394,"Protein"
"OID20091","Factor12",-0.00156413461081684,"Protein"
"OID20867","Factor12",9.35649586608633e-05,"Protein"
"OID20677","Factor12",0.00197101151570678,"Protein"
"OID20934","Factor12",-0.000288756680674851,"Protein"
"OID21271","Factor12",0.00148387078661472,"Protein"
"OID20126","Factor12",-0.00239386782050133,"Protein"
"OID21414","Factor12",-0.000192568462807685,"Protein"
"OID20333","Factor12",-4.60868650407065e-05,"Protein"
"OID20386","Factor12",0.00111729558557272,"Protein"
"OID20418","Factor12",0.00112243252806365,"Protein"
"OID20872","Factor12",0.00151410594116896,"Protein"
"OID20261","Factor12",0.000587362155783921,"Protein"
"OID21227","Factor12",-0.000256120722042397,"Protein"
"OID21010","Factor12",0.000314814475132152,"Protein"
"OID20165","Factor12",0.00381325231865048,"Protein"
"OID20660","Factor12",-0.000670917390380055,"Protein"
"OID20512","Factor12",-0.000424631987698376,"Protein"
"OID20467","Factor12",0.0013816668651998,"Protein"
"OID20455","Factor12",0.00104644394014031,"Protein"
"OID20735","Factor12",-0.0013205751311034,"Protein"
"OID21001","Factor12",-0.000382157479180023,"Protein"
"OID21137","Factor12",0.0016433842247352,"Protein"
"OID20727","Factor12",3.85331877623685e-05,"Protein"
"OID21432","Factor12",0.000828670454211533,"Protein"
"OID20278","Factor12",-0.0018177458550781,"Protein"
"OID20167","Factor12",-0.000103752645372879,"Protein"
"OID20188","Factor12",-0.00032386343809776,"Protein"
"OID21480","Factor12",-0.000198879453819245,"Protein"
"OID20340","Factor12",-2.64432801486691e-05,"Protein"
"OID20922","Factor12",0.000543092668522149,"Protein"
"OID21219","Factor12",0.000560412358026952,"Protein"
"OID20228","Factor12",0.00208605616353452,"Protein"
"OID20771","Factor12",-0.00263267406262457,"Protein"
"OID20664","Factor12",0.000521369860507548,"Protein"
"OID20930","Factor12",-5.96543031861074e-05,"Protein"
"OID20237","Factor12",-0.000241225192439742,"Protein"
"OID20770","Factor12",0.00097563344752416,"Protein"
"OID21275","Factor12",-0.00372161623090506,"Protein"
"OID20240","Factor12",-0.000134614761918783,"Protein"
"OID21317","Factor12",0.000738047761842608,"Protein"
"OID20721","Factor12",-0.000247512187343091,"Protein"
"OID21008","Factor12",0.00150795595254749,"Protein"
"OID21201","Factor12",-0.000395643757656217,"Protein"
"OID21220","Factor12",-0.00155632745008916,"Protein"
"OID20730","Factor12",-0.000729426916223019,"Protein"
"OID21114","Factor12",-0.00086171377915889,"Protein"
"OID20709","Factor12",0.00061340699903667,"Protein"
"OID20272","Factor12",-0.00182188407052308,"Protein"
"OID20429","Factor12",7.65117074479349e-05,"Protein"
"OID21283","Factor12",-0.000419098563725129,"Protein"
"OID21355","Factor12",-0.0011382510419935,"Protein"
"OID21519","Factor12",-0.00390087114647031,"Protein"
"OID20096","Factor12",-0.00178430718369782,"Protein"
"OID20940","Factor12",-0.000689820910338312,"Protein"
"OID20764","Factor12",-0.000671641901135445,"Protein"
"OID20812","Factor12",-0.000611520081292838,"Protein"
"OID20673","Factor12",7.30088067939505e-05,"Protein"
"OID21175","Factor12",0.000237007436226122,"Protein"
"OID21291","Factor12",0.000210416546906345,"Protein"
"OID20183","Factor12",-0.000867775350343436,"Protein"
"OID20113","Factor12",-0.000816143350675702,"Protein"
"OID21288","Factor12",0.00178015336859971,"Protein"
"OID21470","Factor12",0.0024599889293313,"Protein"
"OID20893","Factor12",0.00144636316690594,"Protein"
"OID20191","Factor12",-0.000703490281011909,"Protein"
"OID20494","Factor12",0.000321627245284617,"Protein"
"OID20053","Factor12",0.000145374680869281,"Protein"
"OID21002","Factor12",0.000597522011958063,"Protein"
"OID20129","Factor12",0.000105117891507689,"Protein"
"OID20087","Factor12",-0.000362088263500482,"Protein"
"OID20953","Factor12",-0.00294194789603353,"Protein"
"OID20667","Factor12",0.000536150124389678,"Protein"
"OID20913","Factor12",-0.000458904338302091,"Protein"
"OID21465","Factor12",-7.73532301536761e-05,"Protein"
"OID20605","Factor12",-0.00147760601248592,"Protein"
"OID20725","Factor12",-0.000430172629421577,"Protein"
"OID20405","Factor12",6.61779486108571e-05,"Protein"
"OID20061","Factor12",-0.000737462716642767,"Protein"
"OID21018","Factor12",-0.000214519124710932,"Protein"
"OID20297","Factor12",0.00377214048057795,"Protein"
"OID21206","Factor12",-0.000515555031597614,"Protein"
"OID20239","Factor12",0.000234648221521638,"Protein"
"OID21398","Factor12",-0.000295010715490207,"Protein"
"OID21321","Factor12",-0.000515161955263466,"Protein"
"OID20456","Factor12",-0.000674044422339648,"Protein"
"OID20976","Factor12",-0.000345431239111349,"Protein"
"OID21209","Factor12",-0.000413666159147397,"Protein"
"OID20824","Factor12",0.000541515939403325,"Protein"
"OID20275","Factor12",0.00069592974614352,"Protein"
"OID21494","Factor12",-0.00104219431523234,"Protein"
"OID21299","Factor12",0.000921288738027215,"Protein"
"OID20590","Factor12",0.000377239164663479,"Protein"
"OID20384","Factor12",-0.000794383988250047,"Protein"
"OID21049","Factor12",-0.000217661130591296,"Protein"
"OID20174","Factor12",0.00448288302868605,"Protein"
"OID21067","Factor12",-0.000730107305571437,"Protein"
"OID20489","Factor12",-1.64593056979356e-05,"Protein"
"OID21243","Factor12",-0.000806260795798153,"Protein"
"OID21077","Factor12",-0.000619033991824836,"Protein"
"OID21270","Factor12",0.00153708842117339,"Protein"
"OID21337","Factor12",-0.0019457854796201,"Protein"
"OID20196","Factor12",0.000112963323772419,"Protein"
"OID20121","Factor12",-0.000657663098536432,"Protein"
"OID21262","Factor12",0.000465304736280814,"Protein"
"OID20537","Factor12",-0.00154268415644765,"Protein"
"OID20296","Factor12",-0.000339914782671258,"Protein"
"OID21509","Factor12",-0.0005034992354922,"Protein"
"OID20921","Factor12",-0.00109838740900159,"Protein"
"OID21406","Factor12",-0.0013281877618283,"Protein"
"OID21084","Factor12",0.000979239353910089,"Protein"
"OID20951","Factor12",-0.00109359133057296,"Protein"
"OID20491","Factor12",-0.000551366072613746,"Protein"
