"Gene","Variance"
"ENSG00000278935",3.01225020073398
"ENSG00000100433",3.01088923565888
"ENSG00000285942",3.01088118850264
"ENSG00000243978",3.01066756676474
"ENSG00000147724",3.00796600093395
"ENSG00000226259",3.00652418695228
"ENSG00000197409",3.0057850072007
"ENSG00000260197",3.00498232801288
"ENSG00000285600",3.00455163628639
"ENSG00000235033",3.00383653040632
"ENSG00000113088",3.00357156776496
"ENSG00000234889",3.00355187951996
"ENSG00000256660",3.0028097625328
"ENSG00000239571",3.00196153113225
"ENSG00000182557",3.00129626764861
"ENSG00000155659",3.00075087764964
"ENSG00000167633",3.00054043038738
"ENSG00000112299",2.99913636566652
"ENSG00000105501",2.99844344612572
"ENSG00000253452",2.9979530320897
"ENSG00000285564",2.99792735834963
"ENSG00000250361",2.99752701262627
"ENSG00000113296",2.99623244339752
"ENSG00000243896",2.99606519907831
"ENSG00000237975",2.9950144982041
"ENSG00000279825",2.99401364339824
"ENSG00000078114",2.99367817801568
"ENSG00000230063",2.99293117215141
"ENSG00000233124",2.99278193953944
"ENSG00000196993",2.99106960654776
"ENSG00000140284",2.99064332662494
"ENSG00000243083",2.99040174391498
"ENSG00000169439",2.98984638119282
"ENSG00000286679",2.98860971475407
"ENSG00000128655",2.98798102676106
"ENSG00000122728",2.98665297565887
"ENSG00000250479",2.98567633679951
"ENSG00000035720",2.98544636977477
"ENSG00000256422",2.98517344603357
"ENSG00000166923",2.9850296199663
"ENSG00000286112",2.98485934300659
"ENSG00000257522",2.98477572062185
"ENSG00000229183",2.984767994476
"ENSG00000225932",2.98399870798755
"ENSG00000234436",2.9827550333441
"ENSG00000288565",2.98250422104814
"ENSG00000077279",2.98246000230315
"ENSG00000172379",2.98061264535686
"ENSG00000144785",2.97983810554586
"ENSG00000285958",2.97924248207744
"ENSG00000115590",2.97678166458933
"ENSG00000198156",2.97577267056301
"ENSG00000250120",2.9754609686311
"ENSG00000009765",2.97495986921592
"ENSG00000146352",2.97345431331745
"ENSG00000228830",2.97212451980603
"ENSG00000180071",2.97052266827364
"ENSG00000264230",2.96859856516931
"ENSG00000100721",2.96804546763121
"ENSG00000268416",2.96804441560903
"ENSG00000135519",2.96595343171893
"ENSG00000259954",2.96222508352639
"ENSG00000285901",2.96213257451926
"ENSG00000136999",2.9612826298778
