"OlinkID","t","Assay","UniProt","MissingFreq","LOD","Panel","Panel_Version","ENTREZID"
"OID20866",-0.867130579774624,"MUC13","Q9H3R2",0.95,3.2313,"NEUROLOGY",1,"56667"
"OID20993",1.39470294973481,"TBCB","Q99426",0.04,0.4861,"NEUROLOGY",1,"1155"
"OID21122",-2.30772815612664,"CD99L2","Q8TCZ2",0.03,0.3635,"NEUROLOGY",1,"83692"
"OID21094",-3.93766976610643,"PIK3IP1","Q96FE7",0.03,-0.1064,"NEUROLOGY",1,"113791"
"OID21011",4.91987055948004,"PVR","P15151",0.03,0.6054,"NEUROLOGY",1,"5817"
"OID20949",4.11559777219481,"GLB1","P16278",0.22,1.2406,"NEUROLOGY",1,"2720"
"OID21009",-2.91892674133367,"DDR1","Q08345",0.03,0.8549,"NEUROLOGY",1,"780"
"OID21022",2.36138984335312,"NSFL1C","Q9UNZ2",0.04,0.7622,"NEUROLOGY",1,"55968"
"OID21092",-0.290456666155545,"CNTN3","Q9P232",0.04,0.3029,"NEUROLOGY",1,"5067"
"OID20996",-1.60968516013718,"ASAH2","Q9NR71",0.06,1.2572,"NEUROLOGY",1,"56624"
"OID20976",2.06787292483711,"CX3CL1","P78423",0.03,2.1003,"NEUROLOGY",1,"6376"
"OID20910",-0.140747058078448,"CLPP","Q16740",0.25,0.8154,"NEUROLOGY",1,"8192"
"OID20819",-0.477096000707445,"PAK4","O96013",0.99,2.6268,"NEUROLOGY",1,"10298"
"OID20947",-2.24695172695382,"TMPRSS5","Q9H3S3",0.03,0.7312,"NEUROLOGY",1,"80975"
"OID20812",-0.557868764912339,"SIGLEC15","Q6ZMC9",0.97,3.0107,"NEUROLOGY",1,"284266"
"OID20901",-1.75346400005951,"CRIP2","P52943",0.04,0.2486,"NEUROLOGY",1,"1397"
"OID21057",-4.44818511572805,"NTRK3","Q16288",0.04,1.2524,"NEUROLOGY",1,"4916"
"OID20954",-4.0783472925449,"MASP1","P48740",0.03,0.5738,"NEUROLOGY",1,"5648"
"OID21019",2.40413582900183,"MMP8","P22894",0.03,0.6454,"NEUROLOGY",1,"4317"
"OID20854",4.38225796246851,"CASP1","P29466",0.93,3.4678,"NEUROLOGY",1,"834"
"OID20985",-6.89998638774447,"TNFRSF9","Q07011",0.03,1.4449,"NEUROLOGY",1,"3604"
"OID21047",2.8872650547871,"OXT","P01178",0.03,-0.0356,"NEUROLOGY",1,"5020"
"OID20975",0.578106232312689,"HNMT","P50135",0.03,0.2354,"NEUROLOGY",1,"3176"
"OID21041",3.40616223043193,"LGALS8","O00214",0.03,0.2085,"NEUROLOGY",1,"3964"
"OID21077",2.08497858111628,"STIP1","P31948",0.23,0.9111,"NEUROLOGY",1,"10963"
"OID20922",-1.00939241017389,"PHOSPHO1","Q8TCT1",0.03,1.0683,"NEUROLOGY",1,"162466"
"OID21087",1.78087544557947,"PEBP1","P30086",0.09,1.8731,"NEUROLOGY",1,"5037"
"OID20835",0.131390974945616,"PLIN1","O60240",0.97,2.64,"NEUROLOGY",1,"5346"
"OID20875",0.289888849552452,"TDRKH","Q9Y2W6",0.83,3.7246,"NEUROLOGY",1,"11022"
"OID21143",0.424877280334831,"DBI","P07108",0.22,2.7468,"NEUROLOGY",1,"1622"
"OID20938",-1.93013954059076,"RSPO1","Q2MKA7",0.04,0.8541,"NEUROLOGY",1,"284654"
"OID21140",0.0401310110244766,"FYB1","O15117",0.04,0.4056,"NEUROLOGY",1,"2533"
"OID21068",-0.315870175109233,"WISP2","O76076",0.03,1.2065,"NEUROLOGY",1,"8839"
"OID20986",2.91640619908497,"RBKS","Q9H477",0.03,0.3112,"NEUROLOGY",1,"64080"
"OID20927",0.811326540035059,"APRT","P07741",0.03,0.7991,"NEUROLOGY",1,"353"
"OID20941",4.97985332400324,"IFNGR2","P38484",0.04,-0.2418,"NEUROLOGY",1,"3460"
"OID21113",-3.1787747784115,"DSG2","Q14126",0.03,-0.3584,"NEUROLOGY",1,"1829"
"OID21043",1.28324679524156,"FABP5","Q01469",0.86,3.4787,"NEUROLOGY",1,"2171"
"OID20984",-2.57792421641045,"SFRP1","Q8N474",0.04,1.327,"NEUROLOGY",1,"6422"
"OID21045",-2.76981591529089,"RGMB","Q6NW40",0.11,0.676,"NEUROLOGY",1,"285704"
"OID20982",-1.48112254570212,"EPHB6","O15197",0.03,1.3199,"NEUROLOGY",1,"2051"
"OID20978",-2.31165213047589,"AFP","P02771",0.03,1.1299,"NEUROLOGY",1,"174"
"OID20998",0.199652707792417,"BCAN","Q96GW7",0.04,1.3155,"NEUROLOGY",1,"63827"
"OID21058",-2.51674692003187,"SCARA5","Q6ZMJ2",0.04,0.631,"NEUROLOGY",1,"286133"
"OID20839",0.0176755363229244,"PBLD","P30039",0.83,1.6876,"NEUROLOGY",1,"64081"
"OID21152",2.83514808284991,"LILRA2","Q8N149",0.05,-0.1842,"NEUROLOGY",1,"11027"
"OID21114",4.18911762932315,"SOD2","P04179",0.06,0.7955,"NEUROLOGY",1,"6648"
"OID21138",5.15637924702137,"ARSA","P15289",0.05,0.5933,"NEUROLOGY",1,"410"
"OID21155",-0.497338587070974,"TNFRSF1A","P19438",0.03,-0.0699,"NEUROLOGY",1,"7132"
"OID20871",0.143251613813297,"NEFL","P07196",0.79,2.9667,"NEUROLOGY",1,"4747"
"OID20847",5.48762035094222,"PTS","Q03393",0.23,2.175,"NEUROLOGY",1,"5805"
"OID21095",-3.60842057997823,"NCAM2","O15394",0.03,0.5075,"NEUROLOGY",1,"4685"
"OID20933",-5.46000396504011,"GFRA3","O60609",0.03,0.9022,"NEUROLOGY",1,"2676"
"OID21144",3.07578187635142,"VSIG4","Q9Y279",0.04,0.2207,"NEUROLOGY",1,"11326"
"OID20937",5.99969366285127,"FKBP5","Q13451",0.03,0.4044,"NEUROLOGY",1,"2289"
"OID21108",-3.43480794433703,"CD109","Q6YHK3",0.04,0.5125,"NEUROLOGY",1,"135228"
"OID20878",0.426375657974195,"S100A16","Q96FQ6",0.99,2.6635,"NEUROLOGY",1,"140576"
"OID20884",2.74432233755013,"FMNL1","O95466",0.94,2.9456,"NEUROLOGY",1,"752"
"OID21147",0.480758577915614,"TIMP4","Q99727",0.04,0.854,"NEUROLOGY",1,"7079"
"OID21128",4.09591459961478,"ALDH1A1","P00352",0.03,1.0635,"NEUROLOGY",1,"216"
"OID20896",4.57316493200458,"AGR2","O95994",0.69,2.4679,"NEUROLOGY",1,"10551"
"OID21127",2.08055763112142,"B4GAT1","O43505",0.03,0.626,"NEUROLOGY",1,"11041"
"OID21096",-2.54999538101873,"CA6","P23280",0.53,0.1823,"NEUROLOGY",1,"765"
"OID20899",0.149924653869648,"MAP4K5","Q9Y4K4",0.22,1.066,"NEUROLOGY",1,"11183"
"OID21081",1.64465393304801,"NRP2","O60462",0.21,0.0326,"NEUROLOGY",1,"8828"
"OID20912",-3.77645637103221,"PTPRN2","Q92932",0.03,0.6776,"NEUROLOGY",1,"5799"
"OID20791",3.50553464114989,"FOSB","P53539",0.99,2.6447,"NEUROLOGY",1,"2354"
"OID21071",-1.45934895754566,"ITGAM","P11215",0.9,0.7212,"NEUROLOGY",1,"3684"
"OID20905",-2.52342315939259,"EREG","O14944",0.54,-0.3657,"NEUROLOGY",1,"2069"
"OID20846",0.621222180099596,"FKBP7","Q9Y680",0.97,3.0903,"NEUROLOGY",1,"51661"
"OID20897",-1.81005236821359,"DPEP1","P16444",0.04,0.1831,"NEUROLOGY",1,"1800"
"OID20906",-0.458769864802803,"SKAP1","Q86WV1",0.6,-0.0447,"NEUROLOGY",1,"8631"
"OID20931",-0.0443894102821489,"NAAA","Q02083",0.54,1.2957,"NEUROLOGY",1,"27163"
"OID20831",1.59566720105517,"CLSPN","Q9HAW4",0.99,2.2216,"NEUROLOGY",1,"63967"
"OID21070",2.36076879260462,"APP","P05067",0.65,1.353,"NEUROLOGY",1,"351"
"OID21082",4.05513944029351,"SIGLEC5","O15389",0.07,1.8815,"NEUROLOGY",1,"8778"
"OID21146",-3.32427961310933,"IGF2R","P11717",0.03,-0.4079,"NEUROLOGY",1,"3482"
"OID20999",-3.04553336016635,"ACVRL1","P37023",0.04,1.2452,"NEUROLOGY",1,"94"
"OID21130",-4.770903110341,"CD300LG","Q6UXG3",0.55,0.6276,"NEUROLOGY",1,"146894"
"OID20945",-0.266764332095475,"LY96","Q9Y6Y9",0.08,0.2061,"NEUROLOGY",1,"23643"
"OID21030",0.230495615010381,"CCL19","Q99731",0.04,0.1391,"NEUROLOGY",1,"6363"
"OID21027",3.58045173048295,"PPCDC","Q96CD2",0.03,0.7145,"NEUROLOGY",1,"60490"
"OID20828",2.23916338372374,"FGR","P09769",0.92,3.0723,"NEUROLOGY",1,"2268"
"OID21072",-4.1642825664673,"APOH","P02749",0.73,0.0539,"NEUROLOGY",1,"350"
"OID21015",1.97998789979188,"RWDD1","Q9H446",0.03,0.5634,"NEUROLOGY",1,"51389"
"OID21109",-0.672710203696505,"SPINT1","O43278",0.04,0.6987,"NEUROLOGY",1,"6692"
"OID21079",-7.81096318435324,"DSC2","Q02487",0.04,1.1745,"NEUROLOGY",1,"1824"
"OID21157",-1.21507057885821,"STC2","O76061",0.03,0.0346,"NEUROLOGY",1,"8614"
"OID20956",0.629668324009438,"DNMBP","Q6XZF7",0.03,0.5246,"NEUROLOGY",1,"23268"
"OID20992",0.500290536756421,"FUT8","Q9BYC5",0.04,0.2418,"NEUROLOGY",1,"2530"
"OID20930",0.114840534061192,"CHMP1A","Q9HD42",0.52,0.1195,"NEUROLOGY",1,"5119"
"OID21007",-6.12138954848126,"ROBO2","Q9HCK4",0.04,0.0202,"NEUROLOGY",1,"6092"
"OID21028",7.174974766072,"SMPD1","P17405",0.04,0.0236,"NEUROLOGY",1,"6609"
"OID21120",-3.34465291150166,"TREML2","Q5T2D2",0.04,0.3627,"NEUROLOGY",1,"79865"
"OID20979",5.64938378223706,"MATN3","O15232",0.03,0.9374,"NEUROLOGY",1,"4148"
"OID20902",3.38396373802806,"PPP3R1","P63098",0.04,0.3022,"NEUROLOGY",1,"5534"
"OID20913",0.170595226452907,"NMNAT1","Q9HAN9",0.04,-0.0592,"NEUROLOGY",1,"64802"
"OID20921",2.05621789606353,"ABHD14B","Q96IU4",0.06,0.5696,"NEUROLOGY",1,"84836"
"OID21002",1.7105036073481,"PLA2G10","O15496",0.04,1.122,"NEUROLOGY",1,"8399"
"OID21002",1.7105036073481,"PLA2G10","O15496",0.04,1.122,"NEUROLOGY",1,"100652777"
"OID21062",8.50093714538362,"FOLR2","P14207",0.03,1.3377,"NEUROLOGY",1,"2350"
"OID20959",0.405179573057386,"MITD1","Q8WV92",0.04,0.599,"NEUROLOGY",1,"129531"
"OID20856",2.83839319035663,"BAX","Q07812",0.45,4.4802,"NEUROLOGY",1,"581"
"OID20865",3.13495610050678,"ATXN10","Q9UBB4",0.78,2.6038,"NEUROLOGY",1,"25814"
"OID20988",2.9155174108022,"CD63","P08962",0.11,1.9085,"NEUROLOGY",1,"967"
"OID21031",-0.517512251520321,"SULT1A1","P50225",0.04,0.505,"NEUROLOGY",1,"6817"
"OID20904",7.66279591410535,"MAD1L1","Q9Y6D9",0.03,0.5186,"NEUROLOGY",1,"8379"
"OID20957",-2.15614103338866,"TNR","Q92752",0.04,0.8313,"NEUROLOGY",1,"7143"
"OID20900",-0.903338835272427,"IL18RAP","O95256",0.3,0.1427,"NEUROLOGY",1,"8807"
"OID20917",-1.7897885498943,"DRAXIN","Q8NBI3",0.05,0.6807,"NEUROLOGY",1,"374946"
"OID20981",-0.591119459536819,"TNFRSF10B","O14763",0.03,0.8626,"NEUROLOGY",1,"8795"
"OID20962",3.69620940921658,"PRDX1","Q06830",0.04,1.2359,"NEUROLOGY",1,"5052"
"OID20811",0.884734414610594,"ATP5PO","P48047",0.89,1.3515,"NEUROLOGY",1,"539"
"OID20808",-0.344545405818641,"CDHR1","Q96JP9",0.97,1.2247,"NEUROLOGY",1,"92211"
"OID20805",-0.255483335622637,"SCARB1","Q8WTV0",0.99,2.6483,"NEUROLOGY",1,"949"
"OID20909",-3.61943613969317,"GGT5","P36269",0.04,1.0187,"NEUROLOGY",1,"2687"
"OID20807",-3.59224112629264,"MMP13","P45452",0.97,2.5975,"NEUROLOGY",1,"4322"
"OID20994",-6.22932785037682,"BMP4","P12644",0.04,0.0436,"NEUROLOGY",1,"652"
"OID20881",0.239149799693047,"KEL","P23276",0.91,2.0336,"NEUROLOGY",1,"3792"
"OID21101",-3.17605592539402,"GUCA2A","Q02747",0.03,0.139,"NEUROLOGY",1,"2980"
"OID20841",-0.230099842600439,"GHRHR","Q02643",0.99,2.9751,"NEUROLOGY",1,"2692"
"OID21141",1.74472407791257,"BLVRB","P30043",0.17,1.1449,"NEUROLOGY",1,"645"
"OID21069",-2.38088728032617,"CGA","P01215",0.08,1.2351,"NEUROLOGY",1,"1081"
"OID20967",2.04851645241419,"TNFRSF10A","O00220",0.04,0.5227,"NEUROLOGY",1,"8797"
"OID20946",-6.91159046599407,"FLRT2","O43155",0.04,0.7555,"NEUROLOGY",1,"23768"
"OID20932",5.22724932722592,"SERPINB9","P50453",0.04,0.409,"NEUROLOGY",1,"5272"
"OID21107",-8.31235853559239,"TNXB","P22105",0.03,-0.1887,"NEUROLOGY",1,"7148"
"OID20961",4.31524362854528,"NPM1","P06748",0.05,0.9859,"NEUROLOGY",1,"4869"
"OID20964",0.82851470973915,"TNFRSF6B","O95407",0.03,0.7029,"NEUROLOGY",1,"8771"
"OID21131",-1.9813925839815,"PECAM1","P16284",0.05,0.0221,"NEUROLOGY",1,"5175"
"OID21076",1.09974978044865,"BCAM","P50895",0.04,-1.0567,"NEUROLOGY",1,"4059"
"OID21091",-1.30250129076068,"GP6","Q9HCN6",0.04,0.75,"NEUROLOGY",1,"51206"
"OID20801",-1.45137769310358,"CALB2","P22676",0.99,2.5493,"NEUROLOGY",1,"794"
"OID20795",11.1785916179051,"IFNL1","Q8IU54",0.81,2.8774,"NEUROLOGY",1,"282618"
"OID21053",3.04640515524092,"CPPED1","Q9BRF8",0.04,0.4569,"NEUROLOGY",1,"55313"
"OID20971",-0.581010447357183,"SNCG","O76070",0.03,0.8561,"NEUROLOGY",1,"6623"
"OID21151",0.0387351762829114,"F11R","Q9Y624",0.04,0.0432,"NEUROLOGY",1,"50848"
"OID20821",0.262515717564267,"LYPD1","Q8N2G4",0.99,2.0193,"NEUROLOGY",1,"116372"
"OID21046",2.10255318692374,"ENO2","P09104",0.03,0.2049,"NEUROLOGY",1,"2026"
"OID20868",-1.69317425935334,"TST","Q16762",0.55,1.7703,"NEUROLOGY",1,"7263"
"OID21018",-0.472626792272968,"CD8A","P01732",0.04,0.8287,"NEUROLOGY",1,"925"
"OID20958",1.74625955113714,"CC2D1A","Q6P1N0",0.03,0.9866,"NEUROLOGY",1,"54862"
"OID21154",-4.37692130711355,"TFF1","P04155",0.16,1.0844,"NEUROLOGY",1,"7031"
"OID20977",0.760799133725266,"IPCEF1","Q8WWN9",0.04,1.291,"NEUROLOGY",1,"26034"
"OID21117",-6.79804231625809,"CNTN4","Q8IWV2",0.04,-0.5217,"NEUROLOGY",1,"152330"
"OID20883",7.27155378024055,"BRK1","Q8WUW1",0.95,3.455,"NEUROLOGY",1,"55845"
"OID20823",0.65840786899762,"IDI2","Q9BXS1",0.98,3.2545,"NEUROLOGY",1,"91734"
"OID21089",-2.66376740507332,"IL17RA","Q96F46",0.29,0.5019,"NEUROLOGY",1,"23765"
"OID21110",-3.69820903171962,"CD99","P14209",0.03,0.1433,"NEUROLOGY",1,"4267"
"OID20972",-0.339590281960339,"BAG3","O95817",0.03,1.7489,"NEUROLOGY",1,"9531"
"OID20890",3.59184900551269,"GPKOW","Q92917",0.96,1.3662,"NEUROLOGY",1,"27238"
"OID20887",1.84738484382585,"HMOX2","P30519",0.69,2.023,"NEUROLOGY",1,"3163"
"OID20955",1.87868986914338,"STAMBP","O95630",0.03,1.0888,"NEUROLOGY",1,"10617"
"OID20980",-0.20243474145635,"OBP2B","Q9NPH6",0.05,1.5387,"NEUROLOGY",1,"29989"
"OID21020",4.47820470905551,"SEMA4D","Q92854",0.04,0.1509,"NEUROLOGY",1,"10507"
"OID20829",-2.44680175976273,"HSP90B1","P14625",0.99,2.0314,"NEUROLOGY",1,"7184"
"OID20893",2.05257700651907,"CASP10","Q92851",0.99,3.4016,"NEUROLOGY",1,"843"
"OID21051",-0.243971226754766,"BST1","Q10588",0.04,-0.1645,"NEUROLOGY",1,"683"
"OID21150",5.43781054946778,"CTRB1","P17538",0.04,0.9719,"NEUROLOGY",1,"1504"
"OID21149",1.99216909816651,"CA2","P00918",0.03,1.1565,"NEUROLOGY",1,"760"
"OID20886",-1.70818182618816,"ANXA10","Q9UJ72",0.75,1.2041,"NEUROLOGY",1,"11199"
"OID21075",3.19502813334025,"GGT1","P19440",0.04,0.3493,"NEUROLOGY",1,"2678"
"OID20792",-1.2439012352238,"NDRG1","Q92597",0.69,2.5387,"NEUROLOGY",1,"10397"
"OID21160",2.42864640394545,"PARK7","Q99497",0.07,2.0272,"NEUROLOGY",1,"11315"
"OID21001",-4.68358777740559,"ADAM22","Q9P0K1",0.04,1.3512,"NEUROLOGY",1,"53616"
"OID21159",8.18985683356465,"GRN","P28799",0.04,4.1766,"NEUROLOGY",1,"2896"
"OID20840",1.53857100740914,"EPHA10","Q5JZY3",0.98,1.8734,"NEUROLOGY",1,"284656"
"OID20888",0.26339953050608,"KLB","Q86Z14",0.98,3.6361,"NEUROLOGY",1,"152831"
"OID20965",0.0994501442349877,"LAIR2","Q6ISS4",0.07,0.9579,"NEUROLOGY",1,"3904"
"OID20895",-0.244899006570869,"AKT1S1","Q96B36",0.77,3.6092,"NEUROLOGY",1,"84335"
"OID21102",-1.71951422475939,"PIGR","P01833",0.91,3.9643,"NEUROLOGY",1,"5284"
"OID21103",-1.84470969115416,"MMP9","P14780",0.99,5.0968,"NEUROLOGY",1,"4318"
"OID21132",3.15516580471847,"GNLY","P22749",0.04,1.035,"NEUROLOGY",1,"10578"
"OID20832",-0.295574134589102,"PADI4","Q9UM07",0.93,3.1767,"NEUROLOGY",1,"23569"
"OID20859",1.56530765316023,"CARHSP1","Q9Y2V2",0.83,2.9985,"NEUROLOGY",1,"23589"
"OID20928",-3.65980382687732,"CLEC10A","Q8IUN9",0.04,0.7465,"NEUROLOGY",1,"10462"
"OID21029",8.84210972155381,"BST2","Q10589",0.03,0.3009,"NEUROLOGY",1,"684"
"OID20850",-0.810174883503341,"PMVK","Q15126",0.54,2.8105,"NEUROLOGY",1,"10654"
"OID20833",0.0502906132398332,"IVD","P26440",0.99,2.2214,"NEUROLOGY",1,"3712"
"OID21033",-2.83475107386263,"PRL","P01236",0.04,0.4601,"NEUROLOGY",1,"5617"
"OID20936",-0.503707854693089,"VWC2","Q2TAL6",0.04,0.8473,"NEUROLOGY",1,"375567"
"OID20855",1.7999285054221,"ILKAP","Q9H0C8",0.98,2.594,"NEUROLOGY",1,"80895"
"OID20970",-3.60436082146709,"LAYN","Q6UX15",0.03,0.5931,"NEUROLOGY",1,"143903"
"OID21118",2.59425598670697,"TMSB10","P63313",0.04,0.4122,"NEUROLOGY",1,"9168"
"OID21125",-0.822097473584001,"EFNA1","P20827",0.04,-0.5249,"NEUROLOGY",1,"1942"
"OID21099",0.0774609219883183,"MESD","Q14696",0.26,0.2357,"NEUROLOGY",1,"23184"
"OID21115",3.4509965109183,"NUDT5","Q9UKK9",0.06,1.4765,"NEUROLOGY",1,"11164"
"OID20864",1.18685764641224,"C2CD2L","O14523",0.99,3.0473,"NEUROLOGY",1,"9854"
"OID21137",1.24778075590017,"HAVCR2","Q8TDQ0",0.03,0.1408,"NEUROLOGY",1,"84868"
"OID21023",0.150413165494502,"SERPINB6","P35237",0.17,1.0744,"NEUROLOGY",1,"5269"
"OID21010",2.03067869963206,"CD300C","Q08708",0.03,-0.2011,"NEUROLOGY",1,"10871"
"OID20924",1.69927136127362,"SPOCK1","Q08629",0.03,0.6485,"NEUROLOGY",1,"6695"
"OID21105",-0.320255983032287,"PLA2G7","Q13093",0.03,0.1582,"NEUROLOGY",1,"7941"
"OID20926",-0.713852374445879,"WWP2","O00308",0.03,0.7482,"NEUROLOGY",1,"11060"
"OID21139",-3.4240445364756,"ITGA5","P08648",0.03,0.2332,"NEUROLOGY",1,"3678"
"OID21036",0.0684783657371873,"ANXA3","P12429",0.07,0.2972,"NEUROLOGY",1,"306"
"OID21156",3.35719015172015,"CLPS","P04118",0.04,1.5047,"NEUROLOGY",1,"1208"
"OID20987",2.3533932759651,"TCL1A","P56279",0.05,0.2319,"NEUROLOGY",1,"8115"
"OID21000",1.82372747591158,"EIF4B","P23588",0.15,1.5739,"NEUROLOGY",1,"1975"
"OID21056",0.792569331925123,"CTSS","P25774",0.03,-0.0632,"NEUROLOGY",1,"1520"
"OID21025",-3.76787423331574,"CD34","P28906",0.04,-0.3855,"NEUROLOGY",1,"947"
"OID21134",3.03153057688766,"MFGE8","Q08431",0.04,0.3271,"NEUROLOGY",1,"4240"
"OID21034",4.51226523540853,"LBR","Q14739",0.04,0.1264,"NEUROLOGY",1,"3930"
"OID20983",-0.0584833927054371,"CALCA","P01258",0.03,0.5824,"NEUROLOGY",1,"796"
"OID20989",6.52382397360111,"PSME2","Q9UL46",0.03,0.0953,"NEUROLOGY",1,"5721"
"OID21003",2.8712677470058,"LXN","Q9BS40",0.04,1.4988,"NEUROLOGY",1,"56925"
"OID21035",2.57467870814109,"LAMP2","P13473",0.08,3.2532,"NEUROLOGY",1,"3920"
"OID21104",-2.59423093423602,"THBS2","P35442",0.03,-0.3379,"NEUROLOGY",1,"7058"
"OID21060",-1.99667360911943,"CPA2","P48052",0.04,1.8183,"NEUROLOGY",1,"1358"
"OID21135",5.13724500172267,"TXNRD1","Q16881",0.04,0.5902,"NEUROLOGY",1,"7296"
"OID21049",3.43229090144783,"TNFRSF8","P28908",0.03,0.3765,"NEUROLOGY",1,"943"
"OID20943",2.14072853749775,"SCARB2","Q14108",0.04,1.6495,"NEUROLOGY",1,"950"
"OID21116",-2.78590012835804,"IL1R1","P14778",0.03,0.4719,"NEUROLOGY",1,"3554"
"OID21083",-1.44228265050211,"MMP3","P08254",0.03,-0.0028,"NEUROLOGY",1,"4314"
"OID21014",2.42263831626746,"STC1","P52823",0.04,0.0784,"NEUROLOGY",1,"6781"
"OID20934",0.221035899613364,"DKK4","Q9UBT3",0.05,1.0031,"NEUROLOGY",1,"27121"
"OID21129",1.03797612334033,"PILRA","Q9UKJ1",0.03,0.9729,"NEUROLOGY",1,"29992"
"OID20925",-1.56107752326402,"PAEP","P09466",0.56,2.0681,"NEUROLOGY",1,"5047"
"OID20948",3.94087231075381,"SETMAR","Q53H47",0.03,0.552,"NEUROLOGY",1,"6419"
"OID21017",5.61835049004164,"EZR","P15311",0.17,0.1409,"NEUROLOGY",1,"7430"
"OID20995",-1.67373430813427,"CST5","P28325",0.04,1.9184,"NEUROLOGY",1,"1473"
"OID21040",1.87980874714039,"CD74","P04233",0.03,0.3359,"NEUROLOGY",1,"972"
"OID20952",2.21110196237221,"TXLNA","P40222",0.03,1.5372,"NEUROLOGY",1,"200081"
"OID20960",4.43486859030166,"FKBP4","Q02790",0.04,0.8333,"NEUROLOGY",1,"2288"
"OID20814",0.542394005345989,"SLC27A4","Q6P1M0",0.7,2.4625,"NEUROLOGY",1,"10999"
"OID20966",5.38666520542915,"CD274","Q9NZQ7",0.03,1.5279,"NEUROLOGY",1,"29126"
"OID21032",-4.58508650684848,"SUMF2","Q8NBJ7",0.05,-0.3754,"NEUROLOGY",1,"25870"
"OID21064",-5.02668990032627,"JAM2","P57087",0.04,1.7016,"NEUROLOGY",1,"58494"
"OID21052",-5.14049413488668,"TNFRSF21","O75509",0.03,1.9004,"NEUROLOGY",1,"27242"
"OID20857",0.858319469393096,"CERT","Q9Y5P4",0.99,2.7638,"NEUROLOGY",1,"10087"
"OID21008",-4.28003780625936,"CDH3","P22223",0.04,-0.21,"NEUROLOGY",1,"1001"
"OID21050",-2.22413146057426,"THY1","P04216",0.03,0.9027,"NEUROLOGY",1,"7070"
"OID20870",2.02897625036577,"TARBP2","Q15633",0.97,3.301,"NEUROLOGY",1,"6895"
"OID20872",1.97823416814275,"FHIT","P49789",0.95,2.8505,"NEUROLOGY",1,"2272"
"OID21063",-0.00219977263415936,"MSR1","P21757",0.03,0.998,"NEUROLOGY",1,"4481"
"OID20806",2.41727472964214,"AMFR","Q9UKV5",0.97,2.2468,"NEUROLOGY",1,"267"
"OID21086",0.629312010254038,"HARS","P12081",0.43,0.6032,"NEUROLOGY",1,"3035"
"OID21106",4.26166327157769,"NOMO1","Q15155",0.03,0.0916,"NEUROLOGY",1,"23420"
"OID21067",-0.340022334786265,"BIN2","Q9UBW5",0.7,0.8829,"NEUROLOGY",1,"51411"
"OID21084",7.51536978766307,"WARS","P23381",0.03,1.1191,"NEUROLOGY",1,"7453"
"OID20918",1.45929901680004,"EBAG9","O00559",0.04,1.1428,"NEUROLOGY",1,"9166"
"OID20916",-5.59955861306092,"PSG1","P11464",0.12,0.3474,"NEUROLOGY",1,"5669"
"OID20953",6.62241504299425,"TNFSF14","O43557",0.03,0.3458,"NEUROLOGY",1,"8740"
"OID20914",-1.75931935003608,"CRTAM","O95727",0.04,1.0131,"NEUROLOGY",1,"56253"
"OID21006",-4.63130095523409,"CNTN5","O94779",0.05,0.3865,"NEUROLOGY",1,"53942"
"OID20903",1.93842632814114,"DARS","P14868",0.09,1.314,"NEUROLOGY",1,"1615"
"OID21012",1.20534876136585,"TXNDC5","Q8NBS9",0.39,0.8776,"NEUROLOGY",1,"81567"
"OID20907",2.86672677702611,"IMPA1","P29218",0.49,1.261,"NEUROLOGY",1,"3612"
"OID21021",3.20403224281078,"PDCD5","O14737",0.04,0.6535,"NEUROLOGY",1,"9141"
"OID20834",-0.144105900687151,"NOS3","P29474",0.33,2.5246,"NEUROLOGY",1,"4846"
"OID20799",0.407797952320615,"SLC16A1","P53985",0.96,1.5331,"NEUROLOGY",1,"6566"
"OID21088",0.794078716050794,"SERPINB1","P30740",0.99,4.3851,"NEUROLOGY",1,"1992"
"OID21073",2.52058991809926,"MIF","P14174",0.03,2.4422,"NEUROLOGY",1,"4282"
"OID21005",-2.63735601521161,"CDH15","P55291",0.15,-0.1565,"NEUROLOGY",1,"1013"
"OID21026",0.632522236136585,"VCAN","P13611",0.03,0.4895,"NEUROLOGY",1,"1462"
"OID20920",0.248035669874321,"NGF","P01138",0.98,0.3341,"NEUROLOGY",1,"4803"
"OID20908",1.45681428888314,"PTPN1","P18031",0.12,0.3259,"NEUROLOGY",1,"5770"
"OID21090",-3.02564532678464,"CLEC14A","Q86T13",0.05,0.1539,"NEUROLOGY",1,"161198"
"OID20950",0.948833925323224,"RHOC","P08134",0.03,0.7686,"NEUROLOGY",1,"389"
"OID20951",-4.48501720737293,"MDGA1","Q8NFP4",0.07,1.2496,"NEUROLOGY",1,"266727"
"OID21080",-0.607100432736555,"CD164","Q04900",0.65,0.9551,"NEUROLOGY",1,"8763"
"OID20915",-2.55025072230717,"CSF2RA","P15509",0.03,0.4484,"NEUROLOGY",1,"1438"
"OID20939",0.18274412581306,"WFIKKN1","Q96NZ8",0.05,0.9154,"NEUROLOGY",1,"117166"
"OID20825",-0.793862910124114,"GLT8D2","Q9H1C3",0.97,1.0028,"NEUROLOGY",1,"83468"
"OID20963",3.50360444636666,"LPO","P22079",0.04,1.7761,"NEUROLOGY",1,"4025"
"OID20804",3.68930869847788,"C19orf12","Q9NSK7",0.98,2.1782,"NEUROLOGY",1,"83636"
